event_id,target,target_output,support_k_per_class,support_k_total,method,readout,raw_prediction,candidate_scores_json,prediction,correct
valid_613,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_620,Luke,Luke,1,10,audio_icl_free,free,Louie,,Louie,false
valid_621,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_628,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_631,Luke,Luke,1,10,audio_icl_free,free,Louie,,Louie,false
valid_637,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_639,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_646,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_648,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_653,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_654,Luke,Luke,1,10,audio_icl_free,free,Louie,,Louie,false
valid_657,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_666,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_669,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_672,Luke,Luke,1,10,audio_icl_free,free,Louie,,Louie,false
valid_674,Luke,Luke,1,10,audio_icl_free,free,Louie,,Louie,false
valid_681,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_683,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_685,Luke,Luke,1,10,audio_icl_free,free,Freid,,Freid,false
valid_686,Luke,Luke,1,10,audio_icl_free,free,Louie,,Louie,false
valid_692,Freid,Freid,1,10,audio_icl_free,free,Freid,,Freid,true
