event_id,target,target_output,prompt_name,query_split,condition,support_k_per_class,support_k_total,router,routed_label,router_correct,method,relative_alpha,factorized_rank,feature_layer,applied_ratio_mean,applied_ratio_min,applied_ratio_max,prediction,raw_prediction,correct,prediction_matches_routed_label
valid_236,Zoe,J,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,false,native,0.0,,28,0.0,0.0,0.0,J,J,true,false
valid_239,Zoe,J,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,false,native,0.0,,28,0.0,0.0,0.0,J,J,true,false
valid_247,Zoe,J,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_249,Zoe,J,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Siggy,false,native,0.0,,28,0.0,0.0,0.0,J,J,true,false
valid_254,Zoe,J,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_258,Zoe,J,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Zoe,true,native,0.0,,28,0.0,0.0,0.0,J,J,true,true
valid_264,Zoe,J,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Zoe,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_267,Zoe,J,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,false,native,0.0,,28,0.0,0.0,0.0,J,J,true,false
valid_276,Zoe,J,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Luke,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_279,Zoe,J,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_292,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_293,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_297,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,false,native,0.0,,28,0.0,0.0,0.0,B,B,false,false
valid_303,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_324,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Zoe,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_331,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_333,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Luke,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_335,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_338,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,true
valid_339,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_341,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_346,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_347,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Luke,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_352,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_374,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,true,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_376,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_380,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,true,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_382,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_383,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Zoe,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_385,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Zoe,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_391,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_393,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_397,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,true,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_398,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,true,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_399,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_404,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_409,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_418,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Zoe,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_422,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_426,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_429,Roodie,G,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Luke,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_438,Farley,A,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,true,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_439,Farley,A,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,true,native,0.0,,28,0.0,0.0,0.0,A,A,true,true
valid_457,Farley,A,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,true,native,0.0,,28,0.0,0.0,0.0,A,A,true,true
valid_458,Farley,A,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,true,native,0.0,,28,0.0,0.0,0.0,A,A,true,true
valid_459,Farley,A,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,true,native,0.0,,28,0.0,0.0,0.0,A,A,true,true
valid_460,Farley,A,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,true,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_465,Farley,A,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,true,native,0.0,,28,0.0,0.0,0.0,A,A,true,true
valid_466,Farley,A,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_468,Farley,A,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_472,Farley,A,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_479,Farley,A,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,A,A,true,false
valid_490,Keri,C,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Louie,false,native,0.0,,28,0.0,0.0,0.0,B,B,false,false
valid_495,Keri,C,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Louie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_496,Keri,C,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,true
valid_504,Keri,C,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_505,Keri,C,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Louie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_511,Keri,C,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Keri,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_521,Keri,C,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Louie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_523,Keri,C,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Louie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_529,Keri,C,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Louie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_536,Freid,B,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,true,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_538,Freid,B,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,true
valid_547,Freid,B,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_548,Freid,B,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,true,native,0.0,,28,0.0,0.0,0.0,B,B,true,true
valid_552,Freid,B,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_556,Freid,B,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,true,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_565,Freid,B,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,true,native,0.0,,28,0.0,0.0,0.0,B,B,true,true
valid_567,Freid,B,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_572,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_588,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_606,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_613,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_620,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Zoe,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,true
valid_621,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_628,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_631,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_637,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_639,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_646,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,true
valid_648,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_653,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Luke,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_654,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Keri,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_657,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_666,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_669,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Keri,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_672,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,J,J,false,false
valid_674,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_681,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_683,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Luke,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_685,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Luke,true,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_686,Luke,E,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Zoe,false,native,0.0,,28,0.0,0.0,0.0,A,A,false,false
valid_692,Freid,B,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,true,native,0.0,,28,0.0,0.0,0.0,B,B,true,true
valid_4,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,false,probe_class_pooled,0.03,,28,0.02999864748146917,0.029899226501584053,0.03011150099337101,B,"B,",false,true
valid_7,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,false,probe_class_pooled,0.03,,28,0.029998086160048842,0.02989504113793373,0.030106225982308388,B,B,false,true
valid_13,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,false,probe_class_pooled,0.03,,28,0.029988903818385943,0.02990424446761608,0.03007947839796543,J,J,false,false
valid_21,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Freid,false,probe_class_pooled,0.03,,28,0.02999215094106538,0.029878932982683182,0.03009761869907379,B,"B,",false,true
valid_26,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,false,probe_class_pooled,0.03,,28,0.0299976859241724,0.029901422560214996,0.03010033257305622,A,A,false,true
valid_27,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Mac,true,probe_class_pooled,0.03,,28,0.029993505449965596,0.0298856720328331,0.03008861280977726,F,F,true,true
valid_29,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Mac,true,probe_class_pooled,0.03,,28,0.02999693657537656,0.029901837930083275,0.030101964250206947,F,F,true,true
valid_37,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Mac,true,probe_class_pooled,0.03,,28,0.029993547592312098,0.029883570969104767,0.03009425662457943,F,F,true,true
valid_46,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,probe_class_pooled,0.03,,28,0.030001271915222918,0.029887234792113304,0.030107218772172928,D,D,false,false
valid_47,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Siggy,false,probe_class_pooled,0.03,,28,0.029993260578651513,0.029891138896346092,0.030132591724395752,H,H,false,false
valid_50,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Siggy,false,probe_class_pooled,0.03,,28,0.030008744448423386,0.029891125857830048,0.030110616236925125,H,H,false,false
valid_57,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,probe_class_pooled,0.03,,28,0.030003554852945463,0.029899463057518005,0.03010544180870056,G,G,false,true
valid_70,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,false,probe_class_pooled,0.03,,28,0.029988721378945878,0.029900435358285904,0.030113622546195984,J,J,false,false
valid_71,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Louie,false,probe_class_pooled,0.03,,28,0.030005598972950662,0.029901785776019096,0.03010656125843525,D,D,false,true
valid_75,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Louie,false,probe_class_pooled,0.03,,28,0.029991797537409833,0.029904119670391083,0.03009873442351818,D,D,false,true
valid_77,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,false,probe_class_pooled,0.03,,28,0.030007158505863378,0.02988499402999878,0.030091620981693268,J,J,false,false
valid_79,Mac,F,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Siggy,false,probe_class_pooled,0.03,,28,0.029996886616572738,0.029907677322626114,0.030084941536188126,H,H,false,false
valid_89,Rudy,H,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Keri,false,probe_class_pooled,0.03,,28,0.029991265086989318,0.029909303411841393,0.03008151426911354,A,A,false,false
valid_96,Rudy,H,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,false,probe_class_pooled,0.03,,28,0.03001291597528117,0.029887279495596886,0.03009471483528614,A,A,false,true
valid_98,Rudy,H,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,true,probe_class_pooled,0.03,,28,0.029988461639732122,0.029868319630622864,0.03008873760700226,G,G,false,false
valid_102,Rudy,H,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Roodie,false,probe_class_pooled,0.03,,28,0.029996493997584497,0.02991020865738392,0.03009675070643425,D,D,false,false
valid_119,Siggy,I,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Rudy,false,probe_class_pooled,0.03,,28,0.029997215306918536,0.029892589896917343,0.030090902000665665,G,G,false,false
valid_125,Siggy,I,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,false,probe_class_pooled,0.03,,28,0.030002650106325746,0.029920557513833046,0.030124606564641,A,A,false,true
valid_128,Siggy,I,paraphrase,valid,lp_0-1000,2,20,same-support standardized ridge classifier,Farley,false,probe_class_pooled,0.03,,28,0.030008190012137805,0.0298877265304327,0.03009807877242565,A,A,false,true
