model_id,event_id,condition,target,raw_prediction,prediction,correct,batch_size
Qwen/Qwen2.5-Omni-7B,test_67,lp_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_78,full_0-8k,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_78,lp_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_80,full_0-8k,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_80,lp_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_81,full_0-8k,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_81,lp_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_82,full_0-8k,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_82,lp_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_92,full_0-8k,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_92,lp_0-1000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_93,full_0-8k,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_93,lp_0-1000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_94,full_0-8k,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_94,lp_0-1000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_103,full_0-8k,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_103,lp_0-1000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_115,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_115,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_118,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_118,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_123,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_123,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_126,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_126,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_129,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_129,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_130,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_130,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_131,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_131,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_136,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_136,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_141,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_141,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_143,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_143,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_147,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_147,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_155,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_155,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_170,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_170,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_172,full_0-8k,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_172,lp_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_181,full_0-8k,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_181,lp_0-1000,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_182,full_0-8k,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_182,lp_0-1000,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_184,full_0-8k,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_184,lp_0-1000,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_188,full_0-8k,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_188,lp_0-1000,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_190,full_0-8k,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_190,lp_0-1000,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_209,full_0-8k,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_209,lp_0-1000,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_210,full_0-8k,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_210,lp_0-1000,Louie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_213,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_213,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_216,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_216,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_220,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_220,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_229,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_229,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_230,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_230,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_237,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_237,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_238,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_238,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_241,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_241,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_246,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_246,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_248,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_248,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_255,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_255,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_270,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_270,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_272,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_272,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_275,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_275,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_284,full_0-8k,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_284,lp_0-1000,Zoe,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_289,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_289,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_290,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_290,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_299,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_299,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_300,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_300,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_301,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_301,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_304,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_304,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_307,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_307,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_314,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_314,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_316,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_316,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_320,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_320,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_336,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_336,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_337,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_337,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_342,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_342,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_344,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_344,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_349,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_349,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_350,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_350,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_354,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_354,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_370,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_370,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_378,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_378,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_381,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_381,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_387,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_387,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_392,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_392,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_401,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_401,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_410,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_410,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_417,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_417,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_419,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_419,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_420,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_420,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_427,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_427,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_428,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_428,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_431,full_0-8k,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_431,lp_0-1000,Roodie,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_444,full_0-8k,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_444,lp_0-1000,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_447,full_0-8k,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_447,lp_0-1000,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_451,full_0-8k,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_451,lp_0-1000,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_455,full_0-8k,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_455,lp_0-1000,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_475,full_0-8k,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_475,lp_0-1000,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_476,full_0-8k,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_476,lp_0-1000,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_477,full_0-8k,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_477,lp_0-1000,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_482,full_0-8k,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_482,lp_0-1000,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_485,full_0-8k,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_485,lp_0-1000,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_488,full_0-8k,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_488,lp_0-1000,Farley,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_489,full_0-8k,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_489,lp_0-1000,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_493,full_0-8k,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_493,lp_0-1000,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_497,full_0-8k,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_497,lp_0-1000,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_500,full_0-8k,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_500,lp_0-1000,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_512,full_0-8k,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_512,lp_0-1000,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_516,full_0-8k,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_516,lp_0-1000,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_524,full_0-8k,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_524,lp_0-1000,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_528,full_0-8k,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_528,lp_0-1000,Keri,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_532,full_0-8k,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_532,lp_0-1000,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_534,full_0-8k,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_534,lp_0-1000,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_537,full_0-8k,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_537,lp_0-1000,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_542,full_0-8k,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_542,lp_0-1000,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_544,full_0-8k,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_544,lp_0-1000,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_550,full_0-8k,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_550,lp_0-1000,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_558,full_0-8k,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_558,lp_0-1000,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_559,full_0-8k,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_559,lp_0-1000,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_566,full_0-8k,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_566,lp_0-1000,Freid,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_570,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_570,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_571,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_571,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_578,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_578,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_581,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_581,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_586,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_586,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_593,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_593,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_596,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_596,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_601,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_601,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_608,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_608,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_622,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_622,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_623,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_623,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_624,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_624,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_625,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_625,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_627,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_627,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_641,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_641,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_650,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_650,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_659,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_659,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_665,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_665,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_667,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_667,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_668,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_668,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_676,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_676,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_680,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_680,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_682,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_682,lp_0-1000,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_684,full_0-8k,Luke,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_684,lp_0-1000,Luke,Rudy,Rudy,false,1
