event_id,target,support_k,method,eta,rank,prediction,raw_prediction,correct
test_46,Clymene_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_46,Clymene_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_51,Clymene_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_51,Clymene_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_51,Clymene_Dolphin,5,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_51,Clymene_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_51,Clymene_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_51,Clymene_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_51,Clymene_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_51,Clymene_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_54,Clymene_Dolphin,1,fixed_mean,300.0,0,"Beluga,_White_Whale","Beluga, White Whale",false
test_54,Clymene_Dolphin,1,conditional,300.0,0,"Beluga,_White_Whale","Beluga, White Whale",false
test_54,Clymene_Dolphin,5,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_54,Clymene_Dolphin,5,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_54,Clymene_Dolphin,10,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_54,Clymene_Dolphin,10,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_54,Clymene_Dolphin,20,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_54,Clymene_Dolphin,20,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_55,Clymene_Dolphin,1,fixed_mean,300.0,0,"Beluga,_White_Whale","Beluga, White Whale",false
test_55,Clymene_Dolphin,1,conditional,300.0,0,"Beluga,_White_Whale","Beluga, White Whale",false
test_55,Clymene_Dolphin,5,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_55,Clymene_Dolphin,5,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_55,Clymene_Dolphin,10,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_55,Clymene_Dolphin,10,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_55,Clymene_Dolphin,20,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_55,Clymene_Dolphin,20,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_66,Bottlenose_Dolphin,1,fixed_mean,300.0,0,"Beluga,_White_Whale","Beluga, White Whale",false
test_66,Bottlenose_Dolphin,1,conditional,300.0,0,"Beluga,_White_Whale","Beluga, White Whale",false
test_66,Bottlenose_Dolphin,5,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_66,Bottlenose_Dolphin,5,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_66,Bottlenose_Dolphin,10,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_66,Bottlenose_Dolphin,10,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_66,Bottlenose_Dolphin,20,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_66,Bottlenose_Dolphin,20,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_75,Bottlenose_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_75,Bottlenose_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_75,Bottlenose_Dolphin,5,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_75,Bottlenose_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_75,Bottlenose_Dolphin,10,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_75,Bottlenose_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_75,Bottlenose_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_75,Bottlenose_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_79,Bottlenose_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_79,Bottlenose_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_79,Bottlenose_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_79,Bottlenose_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_79,Bottlenose_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_79,Bottlenose_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_79,Bottlenose_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_79,Bottlenose_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_81,Bottlenose_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_81,Bottlenose_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_81,Bottlenose_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_81,Bottlenose_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_81,Bottlenose_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_81,Bottlenose_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_81,Bottlenose_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_81,Bottlenose_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_92,Spinner_Dolphin,1,fixed_mean,300.0,0,"Beluga,_White_Whale","Beluga, White Whale",false
test_92,Spinner_Dolphin,1,conditional,300.0,0,"Beluga,_White_Whale","Beluga, White Whale",false
test_92,Spinner_Dolphin,5,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_92,Spinner_Dolphin,5,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_92,Spinner_Dolphin,10,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_92,Spinner_Dolphin,10,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_92,Spinner_Dolphin,20,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_92,Spinner_Dolphin,20,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_95,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_95,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_95,Spinner_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_95,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_95,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_95,Spinner_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_95,Spinner_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_95,Spinner_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_98,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_98,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_98,Spinner_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_98,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_98,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_98,Spinner_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_98,Spinner_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_98,Spinner_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_103,Spinner_Dolphin,1,fixed_mean,300.0,0,"Beluga,_White_Whale","Beluga, White Whale",false
test_103,Spinner_Dolphin,1,conditional,300.0,0,"Beluga,_White_Whale","Beluga, White Whale",false
test_103,Spinner_Dolphin,5,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_103,Spinner_Dolphin,5,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_103,Spinner_Dolphin,10,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_103,Spinner_Dolphin,10,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_103,Spinner_Dolphin,20,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_103,Spinner_Dolphin,20,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_108,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_108,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_108,Spinner_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_108,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_108,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_108,Spinner_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_108,Spinner_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_108,Spinner_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_110,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_110,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_110,Spinner_Dolphin,5,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_110,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_110,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_110,Spinner_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_110,Spinner_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_110,Spinner_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_111,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_111,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_111,Spinner_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_111,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_111,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_111,Spinner_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_111,Spinner_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_111,Spinner_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_112,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_112,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_112,Spinner_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_112,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_112,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_112,Spinner_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_112,Spinner_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_112,Spinner_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_113,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_113,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_113,Spinner_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_113,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_113,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_113,Spinner_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_113,Spinner_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_113,Spinner_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_115,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_115,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_115,Spinner_Dolphin,5,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_115,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_115,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_115,Spinner_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_115,Spinner_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_115,Spinner_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_120,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_120,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_120,Spinner_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_120,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_120,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_120,Spinner_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_120,Spinner_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_120,Spinner_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_123,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_123,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_123,Spinner_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_123,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_123,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_123,Spinner_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_123,Spinner_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_123,Spinner_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_124,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_124,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_124,Spinner_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_124,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_124,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_124,Spinner_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_124,Spinner_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_124,Spinner_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_159,Spinner_Dolphin,1,fixed_mean,300.0,0,"Beluga,_White_Whale","Beluga, White Whale",false
test_159,Spinner_Dolphin,1,conditional,300.0,0,"Beluga,_White_Whale","Beluga, White Whale",false
test_159,Spinner_Dolphin,5,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_159,Spinner_Dolphin,5,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_159,Spinner_Dolphin,10,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_159,Spinner_Dolphin,10,conditional,300.0,4,Bottlenose_Dolphin,Bottlenose Dolphin,false
test_159,Spinner_Dolphin,20,fixed_mean,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_159,Spinner_Dolphin,20,conditional,300.0,4,"Beluga,_White_Whale","Beluga, White Whale",false
test_167,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_167,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_167,Spinner_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_167,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_167,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_167,Spinner_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_167,Spinner_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_167,Spinner_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_172,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_172,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_172,Spinner_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_172,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_172,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_172,Spinner_Dolphin,10,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_172,Spinner_Dolphin,20,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_172,Spinner_Dolphin,20,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_173,Spinner_Dolphin,1,fixed_mean,300.0,0,False_Killer_Whale,False Killer Whale,false
test_173,Spinner_Dolphin,1,conditional,300.0,0,False_Killer_Whale,False Killer Whale,false
test_173,Spinner_Dolphin,5,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
test_173,Spinner_Dolphin,5,conditional,300.0,4,False_Killer_Whale,False Killer Whale,false
test_173,Spinner_Dolphin,10,fixed_mean,300.0,4,False_Killer_Whale,False Killer Whale,false
