model_id,event_id,dataset_name,instruction_text,target,raw_prediction,canonical_prediction,canonical_target,exact_match,batch_size
Qwen/Qwen2.5-Omni-7B,35fc34a8-8699-45f7-b430-0e2302d7c114,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Cisticolidae Cisticola brunnescens,The taxonomic name of the focal species is Sturnella neglecta.,the taxonomic name of the focal species is sturnella neglecta,chordata aves passeriformes cisticolidae cisticola brunnescens,false,1
Qwen/Qwen2.5-Omni-7B,9fe84afa-9792-41a3-8367-83c1e4291d30,unseen-family-sci,What is the scientific name for the focal species in the audio?,Alytes obstetricans,The scientific name for the focal species is Scinax rieppeleon.,the scientific name for the focal species is scinax rieppeleon,alytes obstetricans,false,1
Qwen/Qwen2.5-Omni-7B,bd1770a9-e74b-44cb-8888-3d554e0456ef,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Passeridae Passer gongonensis,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes passeridae passer gongonensis,false,1
Qwen/Qwen2.5-Omni-7B,2c0277f6-da6b-46db-aa03-bb743b48c555,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Pycnonotidae Pycnonotus blanfordi,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes pycnonotidae pycnonotus blanfordi,false,1
Qwen/Qwen2.5-Omni-7B,171ca4ce-0af7-4324-ba59-77bfae2488ab,unseen-genus-cmn,What is the common name for the focal species in the audio?,Red-bellied cicada,The common name for the focal species in the audio is the American Robin.,the common name for the focal species in the audio is the american robin,red bellied cicada,false,1
Qwen/Qwen2.5-Omni-7B,82b32d54-f23c-4b13-ba59-8e777221c848,unseen-family-cmn,What is the common name for the focal species in the audio?,Babiroussa des Moluques,The common name for the focal species is the American toad.,the common name for the focal species is the american toad,babiroussa des moluques,false,1
Qwen/Qwen2.5-Omni-7B,8f9e8d7c-31d8-49dc-b171-e12aed7440c2,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Rhinocryptidae Rhinocrypta lanceolata,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes rhinocryptidae rhinocrypta lanceolata,false,1
Qwen/Qwen2.5-Omni-7B,c3f491f7-0a0f-46df-b083-762bec0684af,unseen-family-sci,What is the scientific name for the focal species in the audio?,Phocoena phocoena,The scientific name for the focal species in the audio is Felis catus.,the scientific name for the focal species in the audio is felis catus,phocoena phocoena,false,1
Qwen/Qwen2.5-Omni-7B,0dd9384f-5b16-45fa-8e61-3e5436128fad,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Cetacea Phocoenidae Phocoena phocoena,The taxonomic name of the focal species is Felis catus.,the taxonomic name of the focal species is felis catus,chordata mammalia cetacea phocoenidae phocoena phocoena,false,1
Qwen/Qwen2.5-Omni-7B,483eeb07-b0d2-44c0-a9f0-1251dd88c29a,unseen-species-sci,What is the scientific name for the focal species in the audio?,Bucco noanamae,The scientific name for the focal species is Anaxyrus compactus.,the scientific name for the focal species is anaxyrus compactus,bucco noanamae,false,1
Qwen/Qwen2.5-Omni-7B,e45be88a-3b11-4fc3-8502-055bee60b478,unseen-species-sci,What is the scientific name for the focal species in the audio?,Myrmothera fulviventris,The scientific name for the focal species is Strix varia.,the scientific name for the focal species is strix varia,myrmothera fulviventris,false,1
Qwen/Qwen2.5-Omni-7B,180e6504-cd65-496b-9c08-15cebba2438f,unseen-species-sci,What is the scientific name for the focal species in the audio?,Climacteris melanurus,The scientific name for the focal species is Turdus philomelos.,the scientific name for the focal species is turdus philomelos,climacteris melanurus,false,1
Qwen/Qwen2.5-Omni-7B,7ae075ad-8a41-496d-a638-5b66da5e64d9,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Thraupidae Thlypopsis inornata,The taxonomic name of the focal species is *Gallus gallus*.,the taxonomic name of the focal species is gallus gallus,chordata aves passeriformes thraupidae thlypopsis inornata,false,1
Qwen/Qwen2.5-Omni-7B,ca1d2222-8816-421d-b0c4-e31cabbd9f24,unseen-genus-cmn,What is the common name for the focal species in the audio?,Southern Emu-wren,The common name for the focal species in the audio is the common woodpecker.,the common name for the focal species in the audio is the common woodpecker,southern emu wren,false,1
Qwen/Qwen2.5-Omni-7B,281f391f-4f0b-4cad-908d-4c6e5f989d9f,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,More,more,more,true,1
Qwen/Qwen2.5-Omni-7B,8ab0a817-7809-4e1a-a963-b901a6a11a5c,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Phylloscopidae Phylloscopus misoriensis,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes phylloscopidae phylloscopus misoriensis,false,1
Qwen/Qwen2.5-Omni-7B,8ccc6fd0-54de-41cd-ae5e-a9daf3730be2,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,song,song,call,false,1
Qwen/Qwen2.5-Omni-7B,0648e89d-f62b-4141-ba2e-322d5f0c3593,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,One,one,more,false,1
Qwen/Qwen2.5-Omni-7B,3fce317e-c921-4048-b0aa-bd13cff94044,unseen-genus-cmn,What is the common name for the focal species in the audio?,Cryptic Warbler,The common name for the focal species is the Eastern Towhee.,the common name for the focal species is the eastern towhee,cryptic warbler,false,1
Qwen/Qwen2.5-Omni-7B,9b17d396-4d9a-493c-86fc-c9f0c2a0da41,unseen-species-sci,What is the scientific name for the focal species in the audio?,Cyanomitra bannermani,The scientific name for the focal species is Passer domesticus.,the scientific name for the focal species is passer domesticus,cyanomitra bannermani,false,1
Qwen/Qwen2.5-Omni-7B,42fcffcd-c054-488f-862b-415e1d01be57,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Apodiformes Apodidae Apus bradfieldi,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves apodiformes apodidae apus bradfieldi,false,1
Qwen/Qwen2.5-Omni-7B,c03ee3b7-042a-4702-8809-45992c8011b5,unseen-family-cmn,What is the common name for the focal species in the audio?,Eurasian Wild Pig,The common name for the focal species in the audio is pig.,the common name for the focal species in the audio is pig,eurasian wild pig,false,1
Qwen/Qwen2.5-Omni-7B,7d8243a4-9c79-4e29-a615-87a2c73c3f42,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Piciformes Galbulidae Jacamaralcyon tridactyla,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves piciformes galbulidae jacamaralcyon tridactyla,false,1
Qwen/Qwen2.5-Omni-7B,d79aacd1-2f6f-4809-a7db-913a03aee7cf,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Arthropoda Insecta Orthoptera Acrididae Pseudochorthippus parallelus,The taxonomic name of the focal species is Turdus philomelos.,the taxonomic name of the focal species is turdus philomelos,arthropoda insecta orthoptera acrididae pseudochorthippus parallelus,false,1
Qwen/Qwen2.5-Omni-7B,bc10a6d3-3189-4af9-94c6-fdc0654b4a50,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,song,song,call,false,1
Qwen/Qwen2.5-Omni-7B,0efe2dde-bfac-457f-940a-9c080434dd36,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,One,one,more,false,1
Qwen/Qwen2.5-Omni-7B,0606fb20-8146-4281-9b44-d4a645f53e94,unseen-genus-cmn,What is the common name for the focal species in the audio?,Dark-breasted Rosefinch,The common name for the focal species is the Common Nighthawk.,the common name for the focal species is the common nighthawk,dark breasted rosefinch,false,1
Qwen/Qwen2.5-Omni-7B,3acbdf5d-07da-49f0-9975-5927dec2e550,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,song,song,call,false,1
Qwen/Qwen2.5-Omni-7B,32d11ee1-3d2a-4569-acd0-48b94ec63ee0,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Muscicapidae Brachypteryx sinensis,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes muscicapidae brachypteryx sinensis,false,1
Qwen/Qwen2.5-Omni-7B,64b72c9a-4edd-4151-8da2-542018f74e70,watkins,What is the common name for the focal species in the audio?,Pantropical Spotted Dolphin,The common name for the focal species in the audio is the American Robin.,the common name for the focal species in the audio is the american robin,pantropical spotted dolphin,false,1
Qwen/Qwen2.5-Omni-7B,15db7f9f-4004-4f9a-8ca1-610060d71b1e,unseen-species-sci,What is the scientific name for the focal species in the audio?,Xiphocolaptes falcirostris,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,xiphocolaptes falcirostris,false,1
Qwen/Qwen2.5-Omni-7B,a8855869-a7e6-44fc-95e1-55b32bdd61ed,unseen-genus-cmn,What is the common name for the focal species in the audio?,Spectacled Tyrant,The common name for the focal species in the audio is the Common Yellowthroat.,the common name for the focal species in the audio is the common yellowthroat,spectacled tyrant,false,1
Qwen/Qwen2.5-Omni-7B,100b5841-4523-4a1f-bf39-51d4e3ab3ec7,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Apodiformes Trochilidae Aglaeactis aliciae,The taxonomic name of the focal species is Passer domesticus.,the taxonomic name of the focal species is passer domesticus,chordata aves apodiformes trochilidae aglaeactis aliciae,false,1
Qwen/Qwen2.5-Omni-7B,b3d36466-bdac-478c-87be-fac9d052afee,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Aratinga nenday,The scientific name for the focal species is Psittacara leucophthalmus.,the scientific name for the focal species is psittacara leucophthalmus,aratinga nenday,false,1
Qwen/Qwen2.5-Omni-7B,062935cb-ef1b-4acc-9625-ccd59d447d3c,unseen-genus-cmn,What is the common name for the focal species in the audio?,Princess Stephanie's Astrapia,The common name for the focal species is the Common Nighthawk.,the common name for the focal species is the common nighthawk,princess stephanie s astrapia,false,1
Qwen/Qwen2.5-Omni-7B,039b4ae6-501d-441e-be19-a92121b27797,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,7eddcb0a-5ddc-49ae-8d40-0ee25fe663b5,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Dicroglossidae Hoplobatrachus chinensis,Canis lupus,canis lupus,chordata amphibia anura dicroglossidae hoplobatrachus chinensis,false,1
Qwen/Qwen2.5-Omni-7B,ab4c0c84-9da5-48be-879f-44d8b8c939e4,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Procellariiformes Procellariidae Ardenna grisea,The taxonomic name of the focal species is C. canis.,the taxonomic name of the focal species is c canis,chordata aves procellariiformes procellariidae ardenna grisea,false,1
Qwen/Qwen2.5-Omni-7B,11d09174-872e-46ec-a430-37b03c32624a,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Cisticolidae Cisticola brunnescens,The taxonomic name of the focal species is Psophodes sistrella.,the taxonomic name of the focal species is psophodes sistrella,chordata aves passeriformes cisticolidae cisticola brunnescens,false,1
Qwen/Qwen2.5-Omni-7B,ba97aa96-7650-4bd4-8d0e-4e733f7ee0bb,unseen-genus-cmn,What is the common name for the focal species in the audio?,Kuhl's Lorikeet,The common name for the focal species is the Common Nighthawk.,the common name for the focal species is the common nighthawk,kuhl s lorikeet,false,1
Qwen/Qwen2.5-Omni-7B,c9d4e64d-c237-4fc0-b921-464978d0de99,watkins,What is the common name for the focal species in the audio?,Walrus,The common name for the focal species in the audio is 'ocean'.,the common name for the focal species in the audio is ocean,walrus,false,1
Qwen/Qwen2.5-Omni-7B,aac90cff-212c-4dc4-9d51-760e0db086a6,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Amazonetta brasiliensis,The scientific name for the focal species is Canis lupus.,the scientific name for the focal species is canis lupus,amazonetta brasiliensis,false,1
Qwen/Qwen2.5-Omni-7B,d434fc4a-8a59-476f-bc04-eebb0b20bd13,unseen-species-cmn,What is the common name for the focal species in the audio?,Sombre Rock Chat,The common name for the focal species is the Northern Cardinal.,the common name for the focal species is the northern cardinal,sombre rock chat,false,1
Qwen/Qwen2.5-Omni-7B,48cba02c-ad4b-4a24-bb29-6f2295ea0ccc,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Aratinga nenday,The scientific name for the focal species is Psittacara leucophthalmus.,the scientific name for the focal species is psittacara leucophthalmus,aratinga nenday,false,1
Qwen/Qwen2.5-Omni-7B,1a39ceff-92f2-41fc-87ef-351b23f96270,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,51cb1d19-f023-4e27-9239-da75a6c3c142,unseen-species-cmn,What is the common name for the focal species in the audio?,Fulvous-headed Tanager,The common name for the focal species is the Common Nighthawk.,the common name for the focal species is the common nighthawk,fulvous headed tanager,false,1
Qwen/Qwen2.5-Omni-7B,331a4392-8c2b-49e3-8904-b12c4266672b,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,More,more,more,true,1
Qwen/Qwen2.5-Omni-7B,60ee27ec-817f-4ea0-a532-bfa5eb97ed34,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,More,more,more,true,1
Qwen/Qwen2.5-Omni-7B,f6216f72-c7b1-477c-afb7-47b4360845f7,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,701883af-4c7a-4643-a94b-0f26e724b638,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Muscicapidae Brachypteryx sinensis,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes muscicapidae brachypteryx sinensis,false,1
Qwen/Qwen2.5-Omni-7B,d0eea919-616c-4704-be43-11e3c3017639,unseen-species-sci,What is the scientific name for the focal species in the audio?,Melaniparus fringillinus,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,melaniparus fringillinus,false,1
Qwen/Qwen2.5-Omni-7B,90a35bad-2751-4eb5-8534-4466b7b3b048,watkins,What is the common name for the focal species in the audio?,False Killer Whale,The common name for the focal species in the audio is the Common Poorwill.,the common name for the focal species in the audio is the common poorwill,false killer whale,false,1
Qwen/Qwen2.5-Omni-7B,432d177b-8adf-46d8-b6f6-ccfb2c3babe8,unseen-species-cmn,What is the common name for the focal species in the audio?,Western Quail-thrush,The common name for the focal species is the Eastern towhee.,the common name for the focal species is the eastern towhee,western quail thrush,false,1
Qwen/Qwen2.5-Omni-7B,a76ceb41-35f2-49f8-a499-722b33476fcb,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Anseriformes Anatidae Amazonetta brasiliensis,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves anseriformes anatidae amazonetta brasiliensis,false,1
Qwen/Qwen2.5-Omni-7B,d7baf164-ad04-47f7-87d4-8b53aa1cd927,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Eurostopodus argus,The scientific name for the focal species is Turdus philomelos.,the scientific name for the focal species is turdus philomelos,eurostopodus argus,false,1
Qwen/Qwen2.5-Omni-7B,710f19b3-7276-44db-a8dc-b4a2280a0a8d,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,More,more,one,false,1
Qwen/Qwen2.5-Omni-7B,a7e7afe8-2e4c-4ae7-ad34-37a1c20a0580,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,One,one,more,false,1
