event_id,target,support_k,method,eta,rank,prediction,raw_prediction,correct
test_115,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_115,Siggy,10,conditional,3000.0,4,Rudy,Rudy,false
test_115,Siggy,20,fixed_mean,3000.0,4,Louie,Louie,false
test_115,Siggy,20,conditional,3000.0,4,Rudy,Rudy,false
test_118,Siggy,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_118,Siggy,1,conditional,3000.0,0,Rudy,Rudy,false
test_118,Siggy,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_118,Siggy,5,conditional,3000.0,4,Siggy,Siggy,true
test_118,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_118,Siggy,10,conditional,3000.0,4,Rudy,Rudy,false
test_118,Siggy,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_118,Siggy,20,conditional,3000.0,4,Rudy,Rudy,false
test_123,Siggy,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_123,Siggy,1,conditional,3000.0,0,Rudy,Rudy,false
test_123,Siggy,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_123,Siggy,5,conditional,3000.0,4,Rudy,Rudy,false
test_123,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_123,Siggy,10,conditional,3000.0,4,Louie,Louie,false
test_123,Siggy,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_123,Siggy,20,conditional,3000.0,4,Rudy,Rudy,false
test_126,Siggy,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_126,Siggy,1,conditional,3000.0,0,Rudy,Rudy,false
test_126,Siggy,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_126,Siggy,5,conditional,3000.0,4,Roodie,Roodie,false
test_126,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_126,Siggy,10,conditional,3000.0,4,Roodie,Roodie,false
test_126,Siggy,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_126,Siggy,20,conditional,3000.0,4,Farley,Farley,false
test_129,Siggy,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_129,Siggy,1,conditional,3000.0,0,Rudy,Rudy,false
test_129,Siggy,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_129,Siggy,5,conditional,3000.0,4,Rudy,Rudy,false
test_129,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_129,Siggy,10,conditional,3000.0,4,Farley,Farley,false
test_129,Siggy,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_129,Siggy,20,conditional,3000.0,4,Farley,Farley,false
test_130,Siggy,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_130,Siggy,1,conditional,3000.0,0,Rudy,Rudy,false
test_130,Siggy,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_130,Siggy,5,conditional,3000.0,4,Rudy,Rudy,false
test_130,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_130,Siggy,10,conditional,3000.0,4,Farley,Farley,false
test_130,Siggy,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_130,Siggy,20,conditional,3000.0,4,Rudy,Rudy,false
test_131,Siggy,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_131,Siggy,1,conditional,3000.0,0,Rudy,Rudy,false
test_131,Siggy,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_131,Siggy,5,conditional,3000.0,4,Rudy,Rudy,false
test_131,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_131,Siggy,10,conditional,3000.0,4,Rudy,Rudy,false
test_131,Siggy,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_131,Siggy,20,conditional,3000.0,4,Rudy,Rudy,false
test_136,Siggy,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_136,Siggy,1,conditional,3000.0,0,Rudy,Rudy,false
test_136,Siggy,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_136,Siggy,5,conditional,3000.0,4,Rudy,Rudy,false
test_136,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_136,Siggy,10,conditional,3000.0,4,Farley,Farley,false
test_136,Siggy,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_136,Siggy,20,conditional,3000.0,4,Farley,Farley,false
test_141,Siggy,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_141,Siggy,1,conditional,3000.0,0,Rudy,Rudy,false
test_141,Siggy,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_141,Siggy,5,conditional,3000.0,4,Roodie,Roodie,false
test_141,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_141,Siggy,10,conditional,3000.0,4,Rudy,Rudy,false
test_141,Siggy,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_141,Siggy,20,conditional,3000.0,4,Rudy,Rudy,false
test_143,Siggy,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_143,Siggy,1,conditional,3000.0,0,Rudy,Rudy,false
test_143,Siggy,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_143,Siggy,5,conditional,3000.0,4,Rudy,Rudy,false
test_143,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_143,Siggy,10,conditional,3000.0,4,Rudy,Rudy,false
test_143,Siggy,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_143,Siggy,20,conditional,3000.0,4,Rudy,Rudy,false
test_147,Siggy,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_147,Siggy,1,conditional,3000.0,0,Rudy,Rudy,false
test_147,Siggy,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_147,Siggy,5,conditional,3000.0,4,Siggy,Siggy,true
test_147,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_147,Siggy,10,conditional,3000.0,4,Rudy,Rudy,false
test_147,Siggy,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_147,Siggy,20,conditional,3000.0,4,Farley,Farley,false
test_155,Siggy,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_155,Siggy,1,conditional,3000.0,0,Rudy,Rudy,false
test_155,Siggy,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_155,Siggy,5,conditional,3000.0,4,Roodie,Roodie,false
test_155,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_155,Siggy,10,conditional,3000.0,4,Rudy,Rudy,false
test_155,Siggy,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_155,Siggy,20,conditional,3000.0,4,Farley,Farley,false
test_170,Siggy,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_170,Siggy,1,conditional,3000.0,0,Rudy,Rudy,false
test_170,Siggy,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_170,Siggy,5,conditional,3000.0,4,Roodie,Roodie,false
test_170,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_170,Siggy,10,conditional,3000.0,4,Rudy,Rudy,false
test_170,Siggy,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_170,Siggy,20,conditional,3000.0,4,Rudy,Rudy,false
test_172,Siggy,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_172,Siggy,1,conditional,3000.0,0,Rudy,Rudy,false
test_172,Siggy,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_172,Siggy,5,conditional,3000.0,4,Rudy,Rudy,false
test_172,Siggy,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_172,Siggy,10,conditional,3000.0,4,Rudy,Rudy,false
test_172,Siggy,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_172,Siggy,20,conditional,3000.0,4,Rudy,Rudy,false
test_181,Louie,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_181,Louie,1,conditional,3000.0,0,Rudy,Rudy,false
test_181,Louie,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_181,Louie,5,conditional,3000.0,4,Rudy,Rudy,false
test_181,Louie,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_181,Louie,10,conditional,3000.0,4,Louie,Louie,true
test_181,Louie,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_181,Louie,20,conditional,3000.0,4,Louie,Louie,true
test_182,Louie,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_182,Louie,1,conditional,3000.0,0,Rudy,Rudy,false
test_182,Louie,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_182,Louie,5,conditional,3000.0,4,Rudy,Rudy,false
test_182,Louie,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_182,Louie,10,conditional,3000.0,4,Farley,Farley,false
test_182,Louie,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_182,Louie,20,conditional,3000.0,4,Rudy,Rudy,false
test_184,Louie,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_184,Louie,1,conditional,3000.0,0,Rudy,Rudy,false
test_184,Louie,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_184,Louie,5,conditional,3000.0,4,Rudy,Rudy,false
test_184,Louie,10,fixed_mean,3000.0,4,Louie,Louie,true
test_184,Louie,10,conditional,3000.0,4,Rudy,Rudy,false
test_184,Louie,20,fixed_mean,3000.0,4,Louie,Louie,true
test_184,Louie,20,conditional,3000.0,4,Rudy,Rudy,false
test_188,Louie,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_188,Louie,1,conditional,3000.0,0,Rudy,Rudy,false
test_188,Louie,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_188,Louie,5,conditional,3000.0,4,Rudy,Rudy,false
test_188,Louie,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_188,Louie,10,conditional,3000.0,4,Louie,Louie,true
test_188,Louie,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_188,Louie,20,conditional,3000.0,4,Louie,Louie,true
test_190,Louie,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_190,Louie,1,conditional,3000.0,0,Rudy,Rudy,false
test_190,Louie,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_190,Louie,5,conditional,3000.0,4,Rudy,Rudy,false
test_190,Louie,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_190,Louie,10,conditional,3000.0,4,Rudy,Rudy,false
test_190,Louie,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_190,Louie,20,conditional,3000.0,4,Rudy,Rudy,false
test_209,Louie,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_209,Louie,1,conditional,3000.0,0,Rudy,Rudy,false
test_209,Louie,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_209,Louie,5,conditional,3000.0,4,Rudy,Rudy,false
test_209,Louie,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_209,Louie,10,conditional,3000.0,4,Farley,Farley,false
test_209,Louie,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_209,Louie,20,conditional,3000.0,4,Farley,Farley,false
test_210,Louie,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_210,Louie,1,conditional,3000.0,0,Rudy,Rudy,false
test_210,Louie,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_210,Louie,5,conditional,3000.0,4,Rudy,Rudy,false
test_210,Louie,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_210,Louie,10,conditional,3000.0,4,Rudy,Rudy,false
test_210,Louie,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_210,Louie,20,conditional,3000.0,4,Rudy,Rudy,false
test_213,Zoe,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_213,Zoe,1,conditional,3000.0,0,Rudy,Rudy,false
test_213,Zoe,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_213,Zoe,5,conditional,3000.0,4,Rudy,Rudy,false
test_213,Zoe,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_213,Zoe,10,conditional,3000.0,4,Roodie,Roodie,false
test_213,Zoe,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_213,Zoe,20,conditional,3000.0,4,Farley,Farley,false
test_216,Zoe,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_216,Zoe,1,conditional,3000.0,0,Rudy,Rudy,false
test_216,Zoe,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_216,Zoe,5,conditional,3000.0,4,Roodie,Roodie,false
test_216,Zoe,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_216,Zoe,10,conditional,3000.0,4,Roodie,Roodie,false
test_216,Zoe,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_216,Zoe,20,conditional,3000.0,4,Roodie,Roodie,false
test_220,Zoe,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_220,Zoe,1,conditional,3000.0,0,Rudy,Rudy,false
test_220,Zoe,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_220,Zoe,5,conditional,3000.0,4,Rudy,Rudy,false
test_220,Zoe,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_220,Zoe,10,conditional,3000.0,4,Rudy,Rudy,false
test_220,Zoe,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_220,Zoe,20,conditional,3000.0,4,Rudy,Rudy,false
test_229,Zoe,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_229,Zoe,1,conditional,3000.0,0,Rudy,Rudy,false
test_229,Zoe,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_229,Zoe,5,conditional,3000.0,4,Rudy,Rudy,false
test_229,Zoe,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_229,Zoe,10,conditional,3000.0,4,Rudy,Rudy,false
test_229,Zoe,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_229,Zoe,20,conditional,3000.0,4,Rudy,Rudy,false
test_230,Zoe,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_230,Zoe,1,conditional,3000.0,0,Rudy,Rudy,false
test_230,Zoe,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_230,Zoe,5,conditional,3000.0,4,Rudy,Rudy,false
test_230,Zoe,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_230,Zoe,10,conditional,3000.0,4,Rudy,Rudy,false
test_230,Zoe,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_230,Zoe,20,conditional,3000.0,4,Farley,Farley,false
test_237,Zoe,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_237,Zoe,1,conditional,3000.0,0,Rudy,Rudy,false
test_237,Zoe,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_237,Zoe,5,conditional,3000.0,4,Roodie,Roodie,false
test_237,Zoe,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_237,Zoe,10,conditional,3000.0,4,Rudy,Rudy,false
test_237,Zoe,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_237,Zoe,20,conditional,3000.0,4,Farley,Farley,false
test_238,Zoe,1,fixed_mean,3000.0,0,Rudy,Rudy,false
test_238,Zoe,1,conditional,3000.0,0,Rudy,Rudy,false
test_238,Zoe,5,fixed_mean,3000.0,4,Rudy,Rudy,false
test_238,Zoe,5,conditional,3000.0,4,Rudy,Rudy,false
test_238,Zoe,10,fixed_mean,3000.0,4,Rudy,Rudy,false
test_238,Zoe,10,conditional,3000.0,4,Rudy,Rudy,false
test_238,Zoe,20,fixed_mean,3000.0,4,Rudy,Rudy,false
test_238,Zoe,20,conditional,3000.0,4,Rudy,Rudy,false
