event_id,target,support_k_per_class,support_k_total,method,feature_layer,prediction,correct
valid_346,Roodie,2,20,nearest_centroid,28,Rudy,false
valid_347,Roodie,2,20,nearest_centroid,28,Farley,false
valid_352,Roodie,2,20,nearest_centroid,28,Freid,false
valid_374,Roodie,2,20,nearest_centroid,28,Roodie,true
valid_376,Roodie,2,20,nearest_centroid,28,Roodie,true
valid_380,Roodie,2,20,nearest_centroid,28,Roodie,true
valid_382,Roodie,2,20,nearest_centroid,28,Zoe,false
valid_383,Roodie,2,20,nearest_centroid,28,Zoe,false
valid_385,Roodie,2,20,nearest_centroid,28,Zoe,false
valid_391,Roodie,2,20,nearest_centroid,28,Rudy,false
valid_393,Roodie,2,20,nearest_centroid,28,Roodie,true
valid_397,Roodie,2,20,nearest_centroid,28,Roodie,true
valid_398,Roodie,2,20,nearest_centroid,28,Roodie,true
valid_399,Roodie,2,20,nearest_centroid,28,Zoe,false
valid_404,Roodie,2,20,nearest_centroid,28,Rudy,false
valid_409,Roodie,2,20,nearest_centroid,28,Roodie,true
valid_418,Roodie,2,20,nearest_centroid,28,Luke,false
valid_422,Roodie,2,20,nearest_centroid,28,Rudy,false
valid_426,Roodie,2,20,nearest_centroid,28,Roodie,true
valid_429,Roodie,2,20,nearest_centroid,28,Luke,false
valid_438,Farley,2,20,nearest_centroid,28,Mac,false
valid_439,Farley,2,20,nearest_centroid,28,Keri,false
valid_457,Farley,2,20,nearest_centroid,28,Farley,true
valid_458,Farley,2,20,nearest_centroid,28,Keri,false
valid_459,Farley,2,20,nearest_centroid,28,Farley,true
valid_460,Farley,2,20,nearest_centroid,28,Louie,false
valid_465,Farley,2,20,nearest_centroid,28,Keri,false
valid_466,Farley,2,20,nearest_centroid,28,Roodie,false
valid_468,Farley,2,20,nearest_centroid,28,Keri,false
valid_472,Farley,2,20,nearest_centroid,28,Roodie,false
valid_479,Farley,2,20,nearest_centroid,28,Roodie,false
valid_490,Keri,2,20,nearest_centroid,28,Louie,false
valid_495,Keri,2,20,nearest_centroid,28,Rudy,false
valid_496,Keri,2,20,nearest_centroid,28,Farley,false
valid_504,Keri,2,20,nearest_centroid,28,Freid,false
valid_505,Keri,2,20,nearest_centroid,28,Keri,true
valid_511,Keri,2,20,nearest_centroid,28,Rudy,false
valid_521,Keri,2,20,nearest_centroid,28,Louie,false
valid_523,Keri,2,20,nearest_centroid,28,Louie,false
valid_529,Keri,2,20,nearest_centroid,28,Louie,false
valid_536,Freid,2,20,nearest_centroid,28,Freid,true
valid_538,Freid,2,20,nearest_centroid,28,Louie,false
valid_547,Freid,2,20,nearest_centroid,28,Louie,false
valid_548,Freid,2,20,nearest_centroid,28,Keri,false
valid_552,Freid,2,20,nearest_centroid,28,Freid,true
valid_556,Freid,2,20,nearest_centroid,28,Freid,true
valid_565,Freid,2,20,nearest_centroid,28,Rudy,false
valid_567,Freid,2,20,nearest_centroid,28,Rudy,false
valid_572,Luke,2,20,nearest_centroid,28,Roodie,false
valid_588,Luke,2,20,nearest_centroid,28,Roodie,false
valid_606,Luke,2,20,nearest_centroid,28,Rudy,false
valid_613,Luke,2,20,nearest_centroid,28,Roodie,false
valid_620,Luke,2,20,nearest_centroid,28,Zoe,false
valid_621,Luke,2,20,nearest_centroid,28,Roodie,false
valid_628,Luke,2,20,nearest_centroid,28,Freid,false
valid_631,Luke,2,20,nearest_centroid,28,Roodie,false
valid_637,Luke,2,20,nearest_centroid,28,Freid,false
valid_639,Luke,2,20,nearest_centroid,28,Roodie,false
valid_646,Luke,2,20,nearest_centroid,28,Keri,false
valid_648,Luke,2,20,nearest_centroid,28,Roodie,false
valid_653,Luke,2,20,nearest_centroid,28,Luke,true
valid_654,Luke,2,20,nearest_centroid,28,Freid,false
valid_657,Luke,2,20,nearest_centroid,28,Rudy,false
valid_666,Luke,2,20,nearest_centroid,28,Farley,false
valid_669,Luke,2,20,nearest_centroid,28,Keri,false
valid_672,Luke,2,20,nearest_centroid,28,Freid,false
valid_674,Luke,2,20,nearest_centroid,28,Roodie,false
valid_681,Luke,2,20,nearest_centroid,28,Roodie,false
valid_683,Luke,2,20,nearest_centroid,28,Zoe,false
valid_685,Luke,2,20,nearest_centroid,28,Roodie,false
valid_686,Luke,2,20,nearest_centroid,28,Zoe,false
valid_692,Freid,2,20,nearest_centroid,28,Keri,false
valid_4,Mac,2,20,linear_probe,28,Freid,false
valid_7,Mac,2,20,linear_probe,28,Freid,false
valid_13,Mac,2,20,linear_probe,28,Rudy,false
valid_21,Mac,2,20,linear_probe,28,Freid,false
valid_26,Mac,2,20,linear_probe,28,Farley,false
valid_27,Mac,2,20,linear_probe,28,Mac,true
valid_29,Mac,2,20,linear_probe,28,Mac,true
valid_37,Mac,2,20,linear_probe,28,Mac,true
valid_46,Mac,2,20,linear_probe,28,Roodie,false
valid_47,Mac,2,20,linear_probe,28,Siggy,false
valid_50,Mac,2,20,linear_probe,28,Siggy,false
valid_57,Mac,2,20,linear_probe,28,Roodie,false
valid_70,Mac,2,20,linear_probe,28,Rudy,false
valid_71,Mac,2,20,linear_probe,28,Louie,false
valid_75,Mac,2,20,linear_probe,28,Louie,false
valid_77,Mac,2,20,linear_probe,28,Rudy,false
valid_79,Mac,2,20,linear_probe,28,Siggy,false
valid_89,Rudy,2,20,linear_probe,28,Keri,false
valid_96,Rudy,2,20,linear_probe,28,Farley,false
valid_98,Rudy,2,20,linear_probe,28,Rudy,true
valid_102,Rudy,2,20,linear_probe,28,Roodie,false
valid_119,Siggy,2,20,linear_probe,28,Rudy,false
valid_125,Siggy,2,20,linear_probe,28,Farley,false
valid_128,Siggy,2,20,linear_probe,28,Farley,false
valid_142,Siggy,2,20,linear_probe,28,Farley,false
valid_154,Siggy,2,20,linear_probe,28,Farley,false
valid_157,Siggy,2,20,linear_probe,28,Siggy,true
valid_161,Siggy,2,20,linear_probe,28,Rudy,false
valid_163,Siggy,2,20,linear_probe,28,Siggy,true
valid_166,Siggy,2,20,linear_probe,28,Farley,false
valid_168,Siggy,2,20,linear_probe,28,Roodie,false
valid_171,Siggy,2,20,linear_probe,28,Siggy,true
valid_174,Siggy,2,20,linear_probe,28,Siggy,true
valid_175,Siggy,2,20,linear_probe,28,Keri,false
valid_177,Siggy,2,20,linear_probe,28,Rudy,false
valid_192,Louie,2,20,linear_probe,28,Louie,true
valid_194,Louie,2,20,linear_probe,28,Louie,true
valid_197,Louie,2,20,linear_probe,28,Louie,true
valid_200,Louie,2,20,linear_probe,28,Louie,true
valid_205,Louie,2,20,linear_probe,28,Louie,true
valid_206,Louie,2,20,linear_probe,28,Roodie,false
valid_214,Zoe,2,20,linear_probe,28,Freid,false
valid_215,Zoe,2,20,linear_probe,28,Freid,false
valid_218,Zoe,2,20,linear_probe,28,Freid,false
valid_223,Zoe,2,20,linear_probe,28,Zoe,true
valid_227,Zoe,2,20,linear_probe,28,Zoe,true
valid_236,Zoe,2,20,linear_probe,28,Freid,false
valid_239,Zoe,2,20,linear_probe,28,Freid,false
valid_247,Zoe,2,20,linear_probe,28,Roodie,false
valid_249,Zoe,2,20,linear_probe,28,Siggy,false
valid_254,Zoe,2,20,linear_probe,28,Roodie,false
valid_258,Zoe,2,20,linear_probe,28,Zoe,true
valid_264,Zoe,2,20,linear_probe,28,Zoe,true
valid_267,Zoe,2,20,linear_probe,28,Freid,false
valid_276,Zoe,2,20,linear_probe,28,Luke,false
valid_279,Zoe,2,20,linear_probe,28,Roodie,false
valid_292,Roodie,2,20,linear_probe,28,Roodie,true
valid_293,Roodie,2,20,linear_probe,28,Rudy,false
valid_297,Roodie,2,20,linear_probe,28,Rudy,false
valid_303,Roodie,2,20,linear_probe,28,Roodie,true
valid_324,Roodie,2,20,linear_probe,28,Zoe,false
valid_331,Roodie,2,20,linear_probe,28,Roodie,true
valid_333,Roodie,2,20,linear_probe,28,Luke,false
valid_335,Roodie,2,20,linear_probe,28,Freid,false
valid_338,Roodie,2,20,linear_probe,28,Farley,false
valid_339,Roodie,2,20,linear_probe,28,Roodie,true
valid_341,Roodie,2,20,linear_probe,28,Rudy,false
valid_346,Roodie,2,20,linear_probe,28,Rudy,false
valid_347,Roodie,2,20,linear_probe,28,Luke,false
valid_352,Roodie,2,20,linear_probe,28,Freid,false
valid_374,Roodie,2,20,linear_probe,28,Roodie,true
valid_376,Roodie,2,20,linear_probe,28,Roodie,true
valid_380,Roodie,2,20,linear_probe,28,Roodie,true
valid_382,Roodie,2,20,linear_probe,28,Roodie,true
valid_383,Roodie,2,20,linear_probe,28,Zoe,false
valid_385,Roodie,2,20,linear_probe,28,Zoe,false
valid_391,Roodie,2,20,linear_probe,28,Rudy,false
valid_393,Roodie,2,20,linear_probe,28,Freid,false
valid_397,Roodie,2,20,linear_probe,28,Roodie,true
valid_398,Roodie,2,20,linear_probe,28,Roodie,true
valid_399,Roodie,2,20,linear_probe,28,Roodie,true
valid_404,Roodie,2,20,linear_probe,28,Rudy,false
valid_409,Roodie,2,20,linear_probe,28,Roodie,true
valid_418,Roodie,2,20,linear_probe,28,Zoe,false
valid_422,Roodie,2,20,linear_probe,28,Rudy,false
valid_426,Roodie,2,20,linear_probe,28,Roodie,true
valid_429,Roodie,2,20,linear_probe,28,Luke,false
valid_438,Farley,2,20,linear_probe,28,Farley,true
valid_439,Farley,2,20,linear_probe,28,Farley,true
valid_457,Farley,2,20,linear_probe,28,Farley,true
valid_458,Farley,2,20,linear_probe,28,Farley,true
valid_459,Farley,2,20,linear_probe,28,Farley,true
valid_460,Farley,2,20,linear_probe,28,Farley,true
valid_465,Farley,2,20,linear_probe,28,Farley,true
valid_466,Farley,2,20,linear_probe,28,Roodie,false
valid_468,Farley,2,20,linear_probe,28,Freid,false
valid_472,Farley,2,20,linear_probe,28,Roodie,false
valid_479,Farley,2,20,linear_probe,28,Roodie,false
valid_490,Keri,2,20,linear_probe,28,Louie,false
valid_495,Keri,2,20,linear_probe,28,Louie,false
valid_496,Keri,2,20,linear_probe,28,Farley,false
valid_504,Keri,2,20,linear_probe,28,Freid,false
valid_505,Keri,2,20,linear_probe,28,Louie,false
valid_511,Keri,2,20,linear_probe,28,Keri,true
valid_521,Keri,2,20,linear_probe,28,Louie,false
valid_523,Keri,2,20,linear_probe,28,Louie,false
valid_529,Keri,2,20,linear_probe,28,Louie,false
valid_536,Freid,2,20,linear_probe,28,Freid,true
valid_538,Freid,2,20,linear_probe,28,Farley,false
valid_547,Freid,2,20,linear_probe,28,Freid,true
valid_548,Freid,2,20,linear_probe,28,Freid,true
valid_552,Freid,2,20,linear_probe,28,Freid,true
valid_556,Freid,2,20,linear_probe,28,Freid,true
valid_565,Freid,2,20,linear_probe,28,Freid,true
valid_567,Freid,2,20,linear_probe,28,Freid,true
valid_572,Luke,2,20,linear_probe,28,Roodie,false
valid_588,Luke,2,20,linear_probe,28,Farley,false
valid_606,Luke,2,20,linear_probe,28,Rudy,false
valid_613,Luke,2,20,linear_probe,28,Roodie,false
valid_620,Luke,2,20,linear_probe,28,Zoe,false
valid_621,Luke,2,20,linear_probe,28,Roodie,false
valid_628,Luke,2,20,linear_probe,28,Freid,false
valid_631,Luke,2,20,linear_probe,28,Roodie,false
valid_637,Luke,2,20,linear_probe,28,Roodie,false
valid_639,Luke,2,20,linear_probe,28,Roodie,false
valid_646,Luke,2,20,linear_probe,28,Farley,false
valid_648,Luke,2,20,linear_probe,28,Roodie,false
valid_653,Luke,2,20,linear_probe,28,Luke,true
valid_654,Luke,2,20,linear_probe,28,Keri,false
valid_657,Luke,2,20,linear_probe,28,Rudy,false
valid_666,Luke,2,20,linear_probe,28,Roodie,false
valid_669,Luke,2,20,linear_probe,28,Keri,false
valid_672,Luke,2,20,linear_probe,28,Roodie,false
valid_674,Luke,2,20,linear_probe,28,Roodie,false
valid_681,Luke,2,20,linear_probe,28,Roodie,false
valid_683,Luke,2,20,linear_probe,28,Luke,true
valid_685,Luke,2,20,linear_probe,28,Luke,true
valid_686,Luke,2,20,linear_probe,28,Zoe,false
valid_692,Freid,2,20,linear_probe,28,Freid,true
