event_id,target,prediction,correct,spectrum
604234,Infant Cry,Phee,false,original_rate_lowpass_0-8k
609454,Infant Cry,Phee,false,original_rate_lowpass_0-8k
612455,Infant Cry,Phee,false,original_rate_lowpass_0-8k
612456,Infant Cry,Phee,false,original_rate_lowpass_0-8k
612715,Infant Cry,Phee,false,original_rate_lowpass_0-8k
618440,Infant Cry,Phee,false,original_rate_lowpass_0-8k
623676,Infant Cry,Phee,false,original_rate_lowpass_0-8k
623691,Infant Cry,Phee,false,original_rate_lowpass_0-8k
628729,Infant Cry,Phee,false,original_rate_lowpass_0-8k
631861,Infant Cry,Phee,false,original_rate_lowpass_0-8k
651191,Infant Cry,Phee,false,original_rate_lowpass_0-8k
657848,Infant Cry,Phee,false,original_rate_lowpass_0-8k
659272,Infant Cry,Phee,false,original_rate_lowpass_0-8k
6633,Infant Cry,Phee,false,original_rate_lowpass_0-8k
664504,Infant Cry,Phee,false,original_rate_lowpass_0-8k
666082,Infant Cry,Phee,false,original_rate_lowpass_0-8k
667865,Infant Cry,Phee,false,original_rate_lowpass_0-8k
667905,Infant Cry,Phee,false,original_rate_lowpass_0-8k
669950,Infant Cry,Phee,false,original_rate_lowpass_0-8k
669953,Infant Cry,Phee,false,original_rate_lowpass_0-8k
670039,Infant Cry,Phee,false,original_rate_lowpass_0-8k
691528,Infant Cry,Phee,false,original_rate_lowpass_0-8k
693164,Infant Cry,Phee,false,original_rate_lowpass_0-8k
695093,Infant Cry,Phee,false,original_rate_lowpass_0-8k
696291,Infant Cry,Phee,false,original_rate_lowpass_0-8k
725567,Infant Cry,Phee,false,original_rate_lowpass_0-8k
729021,Infant Cry,Phee,false,original_rate_lowpass_0-8k
731937,Infant Cry,Phee,false,original_rate_lowpass_0-8k
742006,Infant Cry,Phee,false,original_rate_lowpass_0-8k
763863,Infant Cry,Phee,false,original_rate_lowpass_0-8k
765458,Infant Cry,Phee,false,original_rate_lowpass_0-8k
765518,Infant Cry,Phee,false,original_rate_lowpass_0-8k
786486,Infant Cry,Phee,false,original_rate_lowpass_0-8k
799579,Infant Cry,Phee,false,original_rate_lowpass_0-8k
817109,Infant Cry,Phee,false,original_rate_lowpass_0-8k
817681,Infant Cry,Phee,false,original_rate_lowpass_0-8k
866025,Infant Cry,Phee,false,original_rate_lowpass_0-8k
867327,Infant Cry,Phee,false,original_rate_lowpass_0-8k
868095,Infant Cry,Phee,false,original_rate_lowpass_0-8k
9024,Infant Cry,Phee,false,original_rate_lowpass_0-8k
101138,Phee,Phee,true,original_rate_lowpass_0-8k
108998,Phee,Phee,true,original_rate_lowpass_0-8k
161381,Phee,Phee,true,original_rate_lowpass_0-8k
202978,Phee,Phee,true,original_rate_lowpass_0-8k
209319,Phee,Phee,true,original_rate_lowpass_0-8k
211839,Phee,Phee,true,original_rate_lowpass_0-8k
221515,Phee,Phee,true,original_rate_lowpass_0-8k
223107,Phee,Phee,true,original_rate_lowpass_0-8k
223154,Phee,Phee,true,original_rate_lowpass_0-8k
223196,Phee,Phee,true,original_rate_lowpass_0-8k
223198,Phee,Phee,true,original_rate_lowpass_0-8k
223206,Phee,Phee,true,original_rate_lowpass_0-8k
223208,Phee,Phee,true,original_rate_lowpass_0-8k
24031,Phee,Phee,true,original_rate_lowpass_0-8k
242790,Phee,Phee,true,original_rate_lowpass_0-8k
26795,Phee,Phee,true,original_rate_lowpass_0-8k
268974,Phee,Phee,true,original_rate_lowpass_0-8k
285967,Phee,Phee,true,original_rate_lowpass_0-8k
317391,Phee,Phee,true,original_rate_lowpass_0-8k
34756,Phee,Phee,true,original_rate_lowpass_0-8k
36485,Phee,Phee,true,original_rate_lowpass_0-8k
377896,Phee,Phee,true,original_rate_lowpass_0-8k
389438,Phee,Phee,true,original_rate_lowpass_0-8k
395548,Phee,Phee,true,original_rate_lowpass_0-8k
408631,Phee,Phee,true,original_rate_lowpass_0-8k
508670,Phee,Phee,true,original_rate_lowpass_0-8k
508675,Phee,Phee,true,original_rate_lowpass_0-8k
508696,Phee,Phee,true,original_rate_lowpass_0-8k
508707,Phee,Phee,true,original_rate_lowpass_0-8k
508717,Phee,Phee,true,original_rate_lowpass_0-8k
508775,Phee,Phee,true,original_rate_lowpass_0-8k
508835,Phee,Phee,true,original_rate_lowpass_0-8k
508966,Phee,Phee,true,original_rate_lowpass_0-8k
509009,Phee,Phee,true,original_rate_lowpass_0-8k
509015,Phee,Phee,true,original_rate_lowpass_0-8k
509036,Phee,Phee,true,original_rate_lowpass_0-8k
509047,Phee,Phee,true,original_rate_lowpass_0-8k
509050,Phee,Phee,true,original_rate_lowpass_0-8k
511620,Phee,Phee,true,original_rate_lowpass_0-8k
518079,Phee,Phee,true,original_rate_lowpass_0-8k
521545,Phee,Phee,true,original_rate_lowpass_0-8k
525796,Phee,Phee,true,original_rate_lowpass_0-8k
525942,Phee,Phee,true,original_rate_lowpass_0-8k
527150,Phee,Phee,true,original_rate_lowpass_0-8k
527518,Phee,Phee,true,original_rate_lowpass_0-8k
527789,Phee,Phee,true,original_rate_lowpass_0-8k
528688,Phee,Phee,true,original_rate_lowpass_0-8k
536094,Phee,Phee,true,original_rate_lowpass_0-8k
539354,Phee,Phee,true,original_rate_lowpass_0-8k
54180,Phee,Phee,true,original_rate_lowpass_0-8k
547992,Phee,Phee,true,original_rate_lowpass_0-8k
551590,Phee,Phee,true,original_rate_lowpass_0-8k
557502,Phee,Phee,true,original_rate_lowpass_0-8k
558541,Phee,Phee,true,original_rate_lowpass_0-8k
575225,Phee,Phee,true,original_rate_lowpass_0-8k
580352,Phee,Phee,true,original_rate_lowpass_0-8k
582600,Phee,Phee,true,original_rate_lowpass_0-8k
582669,Phee,Phee,true,original_rate_lowpass_0-8k
583172,Phee,Phee,true,original_rate_lowpass_0-8k
583673,Phee,Phee,true,original_rate_lowpass_0-8k
583769,Phee,Phee,true,original_rate_lowpass_0-8k
584012,Phee,Phee,true,original_rate_lowpass_0-8k
590590,Phee,Phee,true,original_rate_lowpass_0-8k
61472,Phee,Phee,true,original_rate_lowpass_0-8k
630989,Phee,Phee,true,original_rate_lowpass_0-8k
631145,Phee,Phee,true,original_rate_lowpass_0-8k
631485,Phee,Phee,true,original_rate_lowpass_0-8k
632300,Phee,Phee,true,original_rate_lowpass_0-8k
632863,Phee,Phee,true,original_rate_lowpass_0-8k
633531,Phee,Phee,true,original_rate_lowpass_0-8k
638580,Phee,Phee,true,original_rate_lowpass_0-8k
639491,Phee,Phee,true,original_rate_lowpass_0-8k
647588,Phee,Phee,true,original_rate_lowpass_0-8k
657440,Phee,Phee,true,original_rate_lowpass_0-8k
658275,Phee,Phee,true,original_rate_lowpass_0-8k
663233,Phee,Phee,true,original_rate_lowpass_0-8k
669577,Phee,Phee,true,original_rate_lowpass_0-8k
704199,Phee,Phee,true,original_rate_lowpass_0-8k
706021,Phee,Phee,true,original_rate_lowpass_0-8k
708365,Phee,Phee,true,original_rate_lowpass_0-8k
734091,Phee,Phee,true,original_rate_lowpass_0-8k
745366,Phee,Phee,true,original_rate_lowpass_0-8k
758751,Phee,Phee,true,original_rate_lowpass_0-8k
773651,Phee,Phee,true,original_rate_lowpass_0-8k
778988,Phee,Phee,true,original_rate_lowpass_0-8k
788000,Phee,Phee,true,original_rate_lowpass_0-8k
794666,Phee,Phee,true,original_rate_lowpass_0-8k
81234,Phee,Phee,true,original_rate_lowpass_0-8k
822050,Phee,Phee,true,original_rate_lowpass_0-8k
822265,Phee,Phee,true,original_rate_lowpass_0-8k
824405,Phee,Phee,true,original_rate_lowpass_0-8k
840586,Phee,Phee,true,original_rate_lowpass_0-8k
851005,Phee,Phee,true,original_rate_lowpass_0-8k
851788,Phee,Phee,true,original_rate_lowpass_0-8k
852264,Phee,Phee,true,original_rate_lowpass_0-8k
857896,Phee,Phee,true,original_rate_lowpass_0-8k
857970,Phee,Phee,true,original_rate_lowpass_0-8k
860537,Phee,Phee,true,original_rate_lowpass_0-8k
862343,Phee,Phee,true,original_rate_lowpass_0-8k
862520,Phee,Phee,true,original_rate_lowpass_0-8k
121321,Seep,Phee,false,original_rate_lowpass_0-8k
135177,Seep,Phee,false,original_rate_lowpass_0-8k
173793,Seep,Phee,false,original_rate_lowpass_0-8k
211832,Seep,Phee,false,original_rate_lowpass_0-8k
211974,Seep,Phee,false,original_rate_lowpass_0-8k
212002,Seep,Phee,false,original_rate_lowpass_0-8k
212103,Seep,Phee,false,original_rate_lowpass_0-8k
212106,Seep,Phee,false,original_rate_lowpass_0-8k
212109,Seep,Phee,false,original_rate_lowpass_0-8k
212110,Seep,Phee,false,original_rate_lowpass_0-8k
212113,Seep,Phee,false,original_rate_lowpass_0-8k
212116,Seep,Phee,false,original_rate_lowpass_0-8k
212120,Seep,Phee,false,original_rate_lowpass_0-8k
212126,Seep,Phee,false,original_rate_lowpass_0-8k
212127,Seep,Phee,false,original_rate_lowpass_0-8k
212130,Seep,Phee,false,original_rate_lowpass_0-8k
223298,Seep,Phee,false,original_rate_lowpass_0-8k
228489,Seep,Phee,false,original_rate_lowpass_0-8k
235891,Seep,Phee,false,original_rate_lowpass_0-8k
237025,Seep,Phee,false,original_rate_lowpass_0-8k
242947,Seep,Phee,false,original_rate_lowpass_0-8k
277849,Seep,Phee,false,original_rate_lowpass_0-8k
285498,Seep,Phee,false,original_rate_lowpass_0-8k
294079,Seep,Phee,false,original_rate_lowpass_0-8k
297892,Seep,Phee,false,original_rate_lowpass_0-8k
303572,Seep,Phee,false,original_rate_lowpass_0-8k
31828,Seep,Phee,false,original_rate_lowpass_0-8k
411252,Seep,Phee,false,original_rate_lowpass_0-8k
414997,Seep,Phee,false,original_rate_lowpass_0-8k
422474,Seep,Phee,false,original_rate_lowpass_0-8k
422515,Seep,Phee,false,original_rate_lowpass_0-8k
46505,Seep,Phee,false,original_rate_lowpass_0-8k
495081,Seep,Phee,false,original_rate_lowpass_0-8k
508896,Seep,Phee,false,original_rate_lowpass_0-8k
509055,Seep,Phee,false,original_rate_lowpass_0-8k
509060,Seep,Phee,false,original_rate_lowpass_0-8k
509065,Seep,Phee,false,original_rate_lowpass_0-8k
523406,Seep,Phee,false,original_rate_lowpass_0-8k
527437,Seep,Phee,false,original_rate_lowpass_0-8k
533988,Seep,Phee,false,original_rate_lowpass_0-8k
539296,Seep,Phee,false,original_rate_lowpass_0-8k
541326,Seep,Phee,false,original_rate_lowpass_0-8k
556028,Seep,Phee,false,original_rate_lowpass_0-8k
571992,Seep,Phee,false,original_rate_lowpass_0-8k
582662,Seep,Phee,false,original_rate_lowpass_0-8k
583884,Seep,Phee,false,original_rate_lowpass_0-8k
584362,Seep,Phee,false,original_rate_lowpass_0-8k
586064,Seep,Phee,false,original_rate_lowpass_0-8k
617822,Seep,Phee,false,original_rate_lowpass_0-8k
619623,Seep,Phee,false,original_rate_lowpass_0-8k
622417,Seep,Phee,false,original_rate_lowpass_0-8k
623382,Seep,Phee,false,original_rate_lowpass_0-8k
623621,Seep,Phee,false,original_rate_lowpass_0-8k
623713,Seep,Phee,false,original_rate_lowpass_0-8k
631021,Seep,Phee,false,original_rate_lowpass_0-8k
637669,Seep,Phee,false,original_rate_lowpass_0-8k
652668,Seep,Phee,false,original_rate_lowpass_0-8k
655668,Seep,Phee,false,original_rate_lowpass_0-8k
655868,Seep,Phee,false,original_rate_lowpass_0-8k
667130,Seep,Phee,false,original_rate_lowpass_0-8k
669272,Seep,Phee,false,original_rate_lowpass_0-8k
669273,Seep,Phee,false,original_rate_lowpass_0-8k
670290,Seep,Phee,false,original_rate_lowpass_0-8k
697899,Seep,Phee,false,original_rate_lowpass_0-8k
715845,Seep,Phee,false,original_rate_lowpass_0-8k
732993,Seep,Phee,false,original_rate_lowpass_0-8k
734314,Seep,Phee,false,original_rate_lowpass_0-8k
736548,Seep,Phee,false,original_rate_lowpass_0-8k
739815,Seep,Phee,false,original_rate_lowpass_0-8k
741056,Seep,Phee,false,original_rate_lowpass_0-8k
769197,Seep,Phee,false,original_rate_lowpass_0-8k
769489,Seep,Phee,false,original_rate_lowpass_0-8k
773125,Seep,Phee,false,original_rate_lowpass_0-8k
781684,Seep,Phee,false,original_rate_lowpass_0-8k
794037,Seep,Phee,false,original_rate_lowpass_0-8k
81191,Seep,Phee,false,original_rate_lowpass_0-8k
857186,Seep,Phee,false,original_rate_lowpass_0-8k
866515,Seep,Phee,false,original_rate_lowpass_0-8k
866655,Seep,Phee,false,original_rate_lowpass_0-8k
102022,Trill,Phee,false,original_rate_lowpass_0-8k
121474,Trill,Phee,false,original_rate_lowpass_0-8k
161850,Trill,Phee,false,original_rate_lowpass_0-8k
172015,Trill,Phee,false,original_rate_lowpass_0-8k
190781,Trill,Phee,false,original_rate_lowpass_0-8k
195490,Trill,Phee,false,original_rate_lowpass_0-8k
223123,Trill,Phee,false,original_rate_lowpass_0-8k
223144,Trill,Phee,false,original_rate_lowpass_0-8k
223263,Trill,Phee,false,original_rate_lowpass_0-8k
233067,Trill,Phee,false,original_rate_lowpass_0-8k
238981,Trill,Phee,false,original_rate_lowpass_0-8k
269263,Trill,Phee,false,original_rate_lowpass_0-8k
343808,Trill,Phee,false,original_rate_lowpass_0-8k
354379,Trill,Phee,false,original_rate_lowpass_0-8k
362733,Trill,Phee,false,original_rate_lowpass_0-8k
397118,Trill,Phee,false,original_rate_lowpass_0-8k
436313,Trill,Phee,false,original_rate_lowpass_0-8k
456914,Trill,Phee,false,original_rate_lowpass_0-8k
463226,Trill,Phee,false,original_rate_lowpass_0-8k
470849,Trill,Phee,false,original_rate_lowpass_0-8k
502854,Trill,Phee,false,original_rate_lowpass_0-8k
51436,Trill,Phee,false,original_rate_lowpass_0-8k
515398,Trill,Phee,false,original_rate_lowpass_0-8k
517703,Trill,Phee,false,original_rate_lowpass_0-8k
526430,Trill,Phee,false,original_rate_lowpass_0-8k
52861,Trill,Phee,false,original_rate_lowpass_0-8k
548798,Trill,Phee,false,original_rate_lowpass_0-8k
549295,Trill,Phee,false,original_rate_lowpass_0-8k
549995,Trill,Phee,false,original_rate_lowpass_0-8k
561688,Trill,Phee,false,original_rate_lowpass_0-8k
56195,Trill,Phee,false,original_rate_lowpass_0-8k
564626,Trill,Phee,false,original_rate_lowpass_0-8k
572081,Trill,Phee,false,original_rate_lowpass_0-8k
580149,Trill,Phee,false,original_rate_lowpass_0-8k
584053,Trill,Phee,false,original_rate_lowpass_0-8k
589438,Trill,Phee,false,original_rate_lowpass_0-8k
592253,Trill,Phee,false,original_rate_lowpass_0-8k
592333,Trill,Phee,false,original_rate_lowpass_0-8k
592365,Trill,Phee,false,original_rate_lowpass_0-8k
592485,Trill,Phee,false,original_rate_lowpass_0-8k
593649,Trill,Phee,false,original_rate_lowpass_0-8k
594023,Trill,Phee,false,original_rate_lowpass_0-8k
595018,Trill,Phee,false,original_rate_lowpass_0-8k
622320,Trill,Phee,false,original_rate_lowpass_0-8k
624712,Trill,Phee,false,original_rate_lowpass_0-8k
630476,Trill,Phee,false,original_rate_lowpass_0-8k
631448,Trill,Phee,false,original_rate_lowpass_0-8k
633994,Trill,Phee,false,original_rate_lowpass_0-8k
638810,Trill,Phee,false,original_rate_lowpass_0-8k
639917,Trill,Phee,false,original_rate_lowpass_0-8k
649137,Trill,Phee,false,original_rate_lowpass_0-8k
666889,Trill,Phee,false,original_rate_lowpass_0-8k
667042,Trill,Phee,false,original_rate_lowpass_0-8k
667091,Trill,Phee,false,original_rate_lowpass_0-8k
667312,Trill,Phee,false,original_rate_lowpass_0-8k
668428,Trill,Phee,false,original_rate_lowpass_0-8k
669075,Trill,Phee,false,original_rate_lowpass_0-8k
670835,Trill,Phee,false,original_rate_lowpass_0-8k
679182,Trill,Phee,false,original_rate_lowpass_0-8k
686112,Trill,Phee,false,original_rate_lowpass_0-8k
687244,Trill,Phee,false,original_rate_lowpass_0-8k
691986,Trill,Phee,false,original_rate_lowpass_0-8k
695230,Trill,Phee,false,original_rate_lowpass_0-8k
707417,Trill,Phee,false,original_rate_lowpass_0-8k
708875,Trill,Phee,false,original_rate_lowpass_0-8k
714664,Trill,Phee,false,original_rate_lowpass_0-8k
725841,Trill,Phee,false,original_rate_lowpass_0-8k
738495,Trill,Phee,false,original_rate_lowpass_0-8k
762457,Trill,Phee,false,original_rate_lowpass_0-8k
768310,Trill,Phee,false,original_rate_lowpass_0-8k
781044,Trill,Phee,false,original_rate_lowpass_0-8k
804279,Trill,Phee,false,original_rate_lowpass_0-8k
805610,Trill,Phee,false,original_rate_lowpass_0-8k
809280,Trill,Phee,false,original_rate_lowpass_0-8k
827373,Trill,Phee,false,original_rate_lowpass_0-8k
836027,Trill,Phee,false,original_rate_lowpass_0-8k
837515,Trill,Phee,false,original_rate_lowpass_0-8k
851383,Trill,Phee,false,original_rate_lowpass_0-8k
852107,Trill,Phee,false,original_rate_lowpass_0-8k
859379,Trill,Phee,false,original_rate_lowpass_0-8k
861790,Trill,Phee,false,original_rate_lowpass_0-8k
867502,Trill,Phee,false,original_rate_lowpass_0-8k
867780,Trill,Phee,false,original_rate_lowpass_0-8k
110359,Tsik,Phee,false,original_rate_lowpass_0-8k
110581,Tsik,Phee,false,original_rate_lowpass_0-8k
122742,Tsik,Phee,false,original_rate_lowpass_0-8k
143307,Tsik,Phee,false,original_rate_lowpass_0-8k
170858,Tsik,Phee,false,original_rate_lowpass_0-8k
200722,Tsik,Phee,false,original_rate_lowpass_0-8k
209834,Tsik,Phee,false,original_rate_lowpass_0-8k
209838,Tsik,Phee,false,original_rate_lowpass_0-8k
209846,Tsik,Phee,false,original_rate_lowpass_0-8k
209851,Tsik,Phee,false,original_rate_lowpass_0-8k
209853,Tsik,Phee,false,original_rate_lowpass_0-8k
209876,Tsik,Phee,false,original_rate_lowpass_0-8k
209886,Tsik,Phee,false,original_rate_lowpass_0-8k
209891,Tsik,Phee,false,original_rate_lowpass_0-8k
209893,Tsik,Phee,false,original_rate_lowpass_0-8k
209900,Tsik,Phee,false,original_rate_lowpass_0-8k
209901,Tsik,Phee,false,original_rate_lowpass_0-8k
209905,Tsik,Phee,false,original_rate_lowpass_0-8k
209919,Tsik,Phee,false,original_rate_lowpass_0-8k
223371,Tsik,Phee,false,original_rate_lowpass_0-8k
248161,Tsik,Phee,false,original_rate_lowpass_0-8k
31471,Tsik,Phee,false,original_rate_lowpass_0-8k
335642,Tsik,Phee,false,original_rate_lowpass_0-8k
423771,Tsik,Phee,false,original_rate_lowpass_0-8k
438410,Tsik,Phee,false,original_rate_lowpass_0-8k
468429,Tsik,Phee,false,original_rate_lowpass_0-8k
480809,Tsik,Phee,false,original_rate_lowpass_0-8k
481037,Tsik,Phee,false,original_rate_lowpass_0-8k
508866,Tsik,Phee,false,original_rate_lowpass_0-8k
508870,Tsik,Phee,false,original_rate_lowpass_0-8k
508872,Tsik,Phee,false,original_rate_lowpass_0-8k
508903,Tsik,Phee,false,original_rate_lowpass_0-8k
508905,Tsik,Phee,false,original_rate_lowpass_0-8k
508923,Tsik,Phee,false,original_rate_lowpass_0-8k
50919,Tsik,Phee,false,original_rate_lowpass_0-8k
525735,Tsik,Phee,false,original_rate_lowpass_0-8k
526904,Tsik,Phee,false,original_rate_lowpass_0-8k
549904,Tsik,Phee,false,original_rate_lowpass_0-8k
558254,Tsik,Phee,false,original_rate_lowpass_0-8k
563468,Tsik,Phee,false,original_rate_lowpass_0-8k
567790,Tsik,Phee,false,original_rate_lowpass_0-8k
589271,Tsik,Phee,false,original_rate_lowpass_0-8k
593315,Tsik,Phee,false,original_rate_lowpass_0-8k
610080,Tsik,Phee,false,original_rate_lowpass_0-8k
614582,Tsik,Phee,false,original_rate_lowpass_0-8k
614794,Tsik,Phee,false,original_rate_lowpass_0-8k
622312,Tsik,Phee,false,original_rate_lowpass_0-8k
623831,Tsik,Phee,false,original_rate_lowpass_0-8k
631947,Tsik,Phee,false,original_rate_lowpass_0-8k
632037,Tsik,Phee,false,original_rate_lowpass_0-8k
636120,Tsik,Phee,false,original_rate_lowpass_0-8k
636151,Tsik,Phee,false,original_rate_lowpass_0-8k
642827,Tsik,Phee,false,original_rate_lowpass_0-8k
654915,Tsik,Phee,false,original_rate_lowpass_0-8k
662160,Tsik,Phee,false,original_rate_lowpass_0-8k
663998,Tsik,Phee,false,original_rate_lowpass_0-8k
666489,Tsik,Phee,false,original_rate_lowpass_0-8k
666571,Tsik,Phee,false,original_rate_lowpass_0-8k
666726,Tsik,Phee,false,original_rate_lowpass_0-8k
666835,Tsik,Phee,false,original_rate_lowpass_0-8k
667582,Tsik,Phee,false,original_rate_lowpass_0-8k
668393,Tsik,Phee,false,original_rate_lowpass_0-8k
668980,Tsik,Phee,false,original_rate_lowpass_0-8k
669789,Tsik,Phee,false,original_rate_lowpass_0-8k
687663,Tsik,Phee,false,original_rate_lowpass_0-8k
716490,Tsik,Phee,false,original_rate_lowpass_0-8k
746198,Tsik,Phee,false,original_rate_lowpass_0-8k
753447,Tsik,Phee,false,original_rate_lowpass_0-8k
755986,Tsik,Phee,false,original_rate_lowpass_0-8k
770417,Tsik,Phee,false,original_rate_lowpass_0-8k
770853,Tsik,Phee,false,original_rate_lowpass_0-8k
779744,Tsik,Phee,false,original_rate_lowpass_0-8k
784804,Tsik,Phee,false,original_rate_lowpass_0-8k
787004,Tsik,Phee,false,original_rate_lowpass_0-8k
792714,Tsik,Phee,false,original_rate_lowpass_0-8k
799377,Tsik,Phee,false,original_rate_lowpass_0-8k
801091,Tsik,Phee,false,original_rate_lowpass_0-8k
804713,Tsik,Phee,false,original_rate_lowpass_0-8k
805029,Tsik,Phee,false,original_rate_lowpass_0-8k
807122,Tsik,Phee,false,original_rate_lowpass_0-8k
816990,Tsik,Phee,false,original_rate_lowpass_0-8k
84423,Tsik,Phee,false,original_rate_lowpass_0-8k
847877,Tsik,Phee,false,original_rate_lowpass_0-8k
853911,Tsik,Phee,false,original_rate_lowpass_0-8k
867489,Tsik,Phee,false,original_rate_lowpass_0-8k
137886,Twitter,Phee,false,original_rate_lowpass_0-8k
152770,Twitter,Phee,false,original_rate_lowpass_0-8k
166603,Twitter,Phee,false,original_rate_lowpass_0-8k
174653,Twitter,Phee,false,original_rate_lowpass_0-8k
205050,Twitter,Phee,false,original_rate_lowpass_0-8k
211769,Twitter,Phee,false,original_rate_lowpass_0-8k
223149,Twitter,Phee,false,original_rate_lowpass_0-8k
223184,Twitter,Phee,false,original_rate_lowpass_0-8k
223365,Twitter,Phee,false,original_rate_lowpass_0-8k
227303,Twitter,Phee,false,original_rate_lowpass_0-8k
228842,Twitter,Phee,false,original_rate_lowpass_0-8k
241125,Twitter,Phee,false,original_rate_lowpass_0-8k
248263,Twitter,Phee,false,original_rate_lowpass_0-8k
248296,Twitter,Phee,false,original_rate_lowpass_0-8k
250172,Twitter,Phee,false,original_rate_lowpass_0-8k
273977,Twitter,Phee,false,original_rate_lowpass_0-8k
274918,Twitter,Phee,false,original_rate_lowpass_0-8k
293662,Twitter,Phee,false,original_rate_lowpass_0-8k
313999,Twitter,Phee,false,original_rate_lowpass_0-8k
363877,Twitter,Phee,false,original_rate_lowpass_0-8k
36522,Twitter,Phee,false,original_rate_lowpass_0-8k
380174,Twitter,Phee,false,original_rate_lowpass_0-8k
386889,Twitter,Phee,false,original_rate_lowpass_0-8k
400874,Twitter,Phee,false,original_rate_lowpass_0-8k
43726,Twitter,Phee,false,original_rate_lowpass_0-8k
442547,Twitter,Phee,false,original_rate_lowpass_0-8k
452855,Twitter,Phee,false,original_rate_lowpass_0-8k
508634,Twitter,Phee,false,original_rate_lowpass_0-8k
508636,Twitter,Phee,false,original_rate_lowpass_0-8k
508695,Twitter,Phee,false,original_rate_lowpass_0-8k
508749,Twitter,Phee,false,original_rate_lowpass_0-8k
508777,Twitter,Phee,false,original_rate_lowpass_0-8k
508828,Twitter,Phee,false,original_rate_lowpass_0-8k
508830,Twitter,Phee,false,original_rate_lowpass_0-8k
508964,Twitter,Phee,false,original_rate_lowpass_0-8k
508992,Twitter,Phee,false,original_rate_lowpass_0-8k
