event_id,condition,target,prediction,correct
test_1301,full_0-8k,False_Killer_Whale,False_Killer_Whale,true
test_1303,full_0-8k,False_Killer_Whale,False_Killer_Whale,true
test_1309,full_0-8k,Melon_Headed_Whale,Melon_Headed_Whale,true
test_1317,full_0-8k,Melon_Headed_Whale,Melon_Headed_Whale,true
test_1318,full_0-8k,Melon_Headed_Whale,Melon_Headed_Whale,true
test_1320,full_0-8k,Melon_Headed_Whale,Melon_Headed_Whale,true
test_1327,full_0-8k,Melon_Headed_Whale,Melon_Headed_Whale,true
test_1331,full_0-8k,Melon_Headed_Whale,Melon_Headed_Whale,true
test_1336,full_0-8k,Melon_Headed_Whale,Melon_Headed_Whale,true
test_1349,full_0-8k,Melon_Headed_Whale,Melon_Headed_Whale,true
test_1359,full_0-8k,Melon_Headed_Whale,Melon_Headed_Whale,true
test_1362,full_0-8k,Melon_Headed_Whale,Melon_Headed_Whale,true
test_1363,full_0-8k,Melon_Headed_Whale,Melon_Headed_Whale,true
test_1367,full_0-8k,Melon_Headed_Whale,Melon_Headed_Whale,true
test_1371,full_0-8k,Long-Finned_Pilot_Whale,Long-Finned_Pilot_Whale,true
test_1373,full_0-8k,Long-Finned_Pilot_Whale,Long-Finned_Pilot_Whale,true
test_1375,full_0-8k,Long-Finned_Pilot_Whale,Sperm_Whale,false
test_1379,full_0-8k,Long-Finned_Pilot_Whale,Short-Finned_Pacific_Pilot_Whale,false
test_1384,full_0-8k,Long-Finned_Pilot_Whale,Long-Finned_Pilot_Whale,true
test_1391,full_0-8k,Long-Finned_Pilot_Whale,Long-Finned_Pilot_Whale,true
test_1402,full_0-8k,Long-Finned_Pilot_Whale,Long-Finned_Pilot_Whale,true
test_1404,full_0-8k,Long-Finned_Pilot_Whale,Long-Finned_Pilot_Whale,true
test_1407,full_0-8k,Long-Finned_Pilot_Whale,Long-Finned_Pilot_Whale,true
test_1415,full_0-8k,Long-Finned_Pilot_Whale,Long-Finned_Pilot_Whale,true
test_1432,full_0-8k,Long-Finned_Pilot_Whale,Long-Finned_Pilot_Whale,true
test_1434,full_0-8k,Long-Finned_Pilot_Whale,Long-Finned_Pilot_Whale,true
test_1439,full_0-8k,Long-Finned_Pilot_Whale,Long-Finned_Pilot_Whale,true
test_1440,full_0-8k,Long-Finned_Pilot_Whale,Long-Finned_Pilot_Whale,true
test_1450,full_0-8k,Striped_Dolphin,Striped_Dolphin,true
test_1454,full_0-8k,Striped_Dolphin,Striped_Dolphin,true
test_1456,full_0-8k,Striped_Dolphin,Striped_Dolphin,true
test_1462,full_0-8k,Striped_Dolphin,Striped_Dolphin,true
test_1472,full_0-8k,Striped_Dolphin,Striped_Dolphin,true
test_1481,full_0-8k,Striped_Dolphin,Striped_Dolphin,true
test_1485,full_0-8k,Striped_Dolphin,Striped_Dolphin,true
test_1487,full_0-8k,Striped_Dolphin,Common_Dolphin,false
test_1489,full_0-8k,Striped_Dolphin,Striped_Dolphin,true
test_1497,full_0-8k,Striped_Dolphin,Clymene_Dolphin,false
test_1501,full_0-8k,Striped_Dolphin,Striped_Dolphin,true
test_1502,full_0-8k,Striped_Dolphin,Striped_Dolphin,true
test_1505,full_0-8k,Striped_Dolphin,Striped_Dolphin,true
test_1510,full_0-8k,Striped_Dolphin,False_Killer_Whale,false
test_1513,full_0-8k,Striped_Dolphin,Striped_Dolphin,true
test_1521,full_0-8k,Striped_Dolphin,Striped_Dolphin,true
test_1526,full_0-8k,Leopard_Seal,Leopard_Seal,true
test_1530,full_0-8k,Leopard_Seal,Leopard_Seal,true
test_1532,full_0-8k,Walrus,Walrus,true
test_1534,full_0-8k,Walrus,Harp_Seal,false
test_1536,full_0-8k,Walrus,Walrus,true
test_1538,full_0-8k,Walrus,Walrus,true
test_1548,full_0-8k,Walrus,Harp_Seal,false
test_1560,full_0-8k,Walrus,Walrus,true
test_1561,full_0-8k,Walrus,Walrus,true
test_1570,full_0-8k,Sperm_Whale,Sperm_Whale,true
test_1573,full_0-8k,Sperm_Whale,Long-Finned_Pilot_Whale,false
test_159,full_0-8k,Spinner_Dolphin,Spinner_Dolphin,true
test_1593,full_0-8k,Sperm_Whale,Sperm_Whale,true
test_1597,full_0-8k,Sperm_Whale,Sperm_Whale,true
test_1598,full_0-8k,Sperm_Whale,Sperm_Whale,true
test_16,full_0-8k,Clymene_Dolphin,Clymene_Dolphin,true
test_1601,full_0-8k,Sperm_Whale,Melon_Headed_Whale,false
test_1603,full_0-8k,Sperm_Whale,Melon_Headed_Whale,false
test_1606,full_0-8k,Sperm_Whale,Sperm_Whale,true
test_1616,full_0-8k,Sperm_Whale,Sperm_Whale,true
test_1620,full_0-8k,Sperm_Whale,Sperm_Whale,true
test_1630,full_0-8k,Sperm_Whale,Sperm_Whale,true
test_1637,full_0-8k,Sperm_Whale,Melon_Headed_Whale,false
test_1639,full_0-8k,Sperm_Whale,Sperm_Whale,true
test_1640,full_0-8k,Sperm_Whale,Long-Finned_Pilot_Whale,false
test_1643,full_0-8k,Sperm_Whale,Sperm_Whale,true
test_1647,full_0-8k,Common_Dolphin,Common_Dolphin,true
test_1660,full_0-8k,Common_Dolphin,Striped_Dolphin,false
test_1662,full_0-8k,Common_Dolphin,Common_Dolphin,true
test_1664,full_0-8k,Common_Dolphin,Common_Dolphin,true
test_1666,full_0-8k,Common_Dolphin,Common_Dolphin,true
test_167,full_0-8k,Spinner_Dolphin,Spinner_Dolphin,true
test_1677,full_0-8k,Common_Dolphin,Striped_Dolphin,false
test_1679,full_0-8k,Common_Dolphin,Common_Dolphin,true
test_1682,full_0-8k,Common_Dolphin,Narwhal,false
test_1686,full_0-8k,Common_Dolphin,Common_Dolphin,true
test_1687,full_0-8k,Common_Dolphin,Common_Dolphin,true
test_1694,full_0-8k,Common_Dolphin,Common_Dolphin,true
test_172,full_0-8k,Spinner_Dolphin,Spinner_Dolphin,true
test_173,full_0-8k,Spinner_Dolphin,Spinner_Dolphin,true
test_180,full_0-8k,Spinner_Dolphin,Spinner_Dolphin,true
test_185,full_0-8k,Spinner_Dolphin,Spinner_Dolphin,true
test_19,full_0-8k,Clymene_Dolphin,Clymene_Dolphin,true
test_194,full_0-8k,Spinner_Dolphin,Spinner_Dolphin,true
test_199,full_0-8k,Spinner_Dolphin,Spinner_Dolphin,true
test_200,full_0-8k,Spinner_Dolphin,Spinner_Dolphin,true
test_205,full_0-8k,"Beluga,_White_Whale",Rough-Toothed_Dolphin,false
test_207,full_0-8k,"Beluga,_White_Whale","Beluga,_White_Whale",true
test_208,full_0-8k,"Beluga,_White_Whale","Grampus,_Rissos_Dolphin",false
test_21,full_0-8k,Clymene_Dolphin,Clymene_Dolphin,true
test_225,full_0-8k,"Beluga,_White_Whale","Beluga,_White_Whale",true
test_233,full_0-8k,"Beluga,_White_Whale","Beluga,_White_Whale",true
test_241,full_0-8k,"Beluga,_White_Whale","Beluga,_White_Whale",true
test_243,full_0-8k,"Beluga,_White_Whale","Beluga,_White_Whale",true
test_245,full_0-8k,"Beluga,_White_Whale","Beluga,_White_Whale",true
test_246,full_0-8k,"Beluga,_White_Whale","Beluga,_White_Whale",true
test_250,full_0-8k,"Beluga,_White_Whale",Common_Dolphin,false
test_252,full_0-8k,Bearded_Seal,Ross_Seal,false
test_256,full_0-8k,Bearded_Seal,Narwhal,false
test_257,full_0-8k,Bearded_Seal,Bearded_Seal,true
test_260,full_0-8k,Bearded_Seal,Bearded_Seal,true
test_264,full_0-8k,Bearded_Seal,Bowhead_Whale,false
test_268,full_0-8k,Bearded_Seal,Bearded_Seal,true
test_272,full_0-8k,Bearded_Seal,Bearded_Seal,true
test_285,full_0-8k,Bearded_Seal,Bearded_Seal,true
test_288,full_0-8k,Minke_Whale,Minke_Whale,true
test_291,full_0-8k,Minke_Whale,Minke_Whale,true
test_302,full_0-8k,Minke_Whale,Minke_Whale,true
test_305,full_0-8k,Humpback_Whale,Humpback_Whale,true
test_31,full_0-8k,Clymene_Dolphin,Clymene_Dolphin,true
test_317,full_0-8k,Humpback_Whale,Humpback_Whale,true
test_32,full_0-8k,Clymene_Dolphin,Clymene_Dolphin,true
test_323,full_0-8k,Humpback_Whale,Humpback_Whale,true
test_33,full_0-8k,Clymene_Dolphin,White-beaked_Dolphin,false
test_330,full_0-8k,Humpback_Whale,Humpback_Whale,true
test_335,full_0-8k,Humpback_Whale,Humpback_Whale,true
test_343,full_0-8k,Humpback_Whale,Humpback_Whale,true
test_345,full_0-8k,Humpback_Whale,Humpback_Whale,true
test_348,full_0-8k,Humpback_Whale,Humpback_Whale,true
test_35,full_0-8k,Clymene_Dolphin,Clymene_Dolphin,true
test_353,full_0-8k,Humpback_Whale,Humpback_Whale,true
test_354,full_0-8k,Humpback_Whale,Humpback_Whale,true
test_355,full_0-8k,Humpback_Whale,Humpback_Whale,true
test_358,full_0-8k,Humpback_Whale,Humpback_Whale,true
test_364,full_0-8k,Humpback_Whale,Humpback_Whale,true
test_369,full_0-8k,Southern_Right_Whale,Southern_Right_Whale,true
test_37,full_0-8k,Clymene_Dolphin,Clymene_Dolphin,true
test_376,full_0-8k,Southern_Right_Whale,Southern_Right_Whale,true
test_381,full_0-8k,Southern_Right_Whale,Southern_Right_Whale,true
test_385,full_0-8k,Southern_Right_Whale,Southern_Right_Whale,true
test_392,full_0-8k,Southern_Right_Whale,Southern_Right_Whale,true
test_401,full_0-8k,White-sided_Dolphin,White-sided_Dolphin,true
test_406,full_0-8k,White-sided_Dolphin,False_Killer_Whale,false
test_408,full_0-8k,White-sided_Dolphin,Bottlenose_Dolphin,false
test_410,full_0-8k,White-sided_Dolphin,White-sided_Dolphin,true
test_411,full_0-8k,White-sided_Dolphin,White-sided_Dolphin,true
test_417,full_0-8k,White-sided_Dolphin,White-sided_Dolphin,true
test_419,full_0-8k,White-sided_Dolphin,White-sided_Dolphin,true
test_421,full_0-8k,White-sided_Dolphin,White-sided_Dolphin,true
test_425,full_0-8k,White-sided_Dolphin,White-sided_Dolphin,true
test_431,full_0-8k,White-sided_Dolphin,White-sided_Dolphin,true
test_441,full_0-8k,White-sided_Dolphin,White-sided_Dolphin,true
test_451,full_0-8k,Narwhal,Narwhal,true
test_46,full_0-8k,Clymene_Dolphin,Clymene_Dolphin,true
test_461,full_0-8k,Narwhal,Narwhal,true
test_463,full_0-8k,Narwhal,Narwhal,true
test_465,full_0-8k,Narwhal,Narwhal,true
test_471,full_0-8k,Narwhal,Narwhal,true
test_473,full_0-8k,Narwhal,Narwhal,true
test_474,full_0-8k,Narwhal,Narwhal,true
test_483,full_0-8k,Narwhal,Narwhal,true
test_494,full_0-8k,Narwhal,Narwhal,true
test_495,full_0-8k,Narwhal,Narwhal,true
test_501,full_0-8k,White-beaked_Dolphin,White-beaked_Dolphin,true
test_503,full_0-8k,White-beaked_Dolphin,White-beaked_Dolphin,true
test_506,full_0-8k,White-beaked_Dolphin,White-beaked_Dolphin,true
test_509,full_0-8k,White-beaked_Dolphin,White-beaked_Dolphin,true
test_51,full_0-8k,Clymene_Dolphin,Clymene_Dolphin,true
test_518,full_0-8k,White-beaked_Dolphin,White-beaked_Dolphin,true
test_523,full_0-8k,White-beaked_Dolphin,White-beaked_Dolphin,true
test_524,full_0-8k,White-beaked_Dolphin,White-beaked_Dolphin,true
test_527,full_0-8k,White-beaked_Dolphin,White-beaked_Dolphin,true
test_539,full_0-8k,White-beaked_Dolphin,White-beaked_Dolphin,true
test_54,full_0-8k,Clymene_Dolphin,Clymene_Dolphin,true
test_541,full_0-8k,White-beaked_Dolphin,White-beaked_Dolphin,true
test_543,full_0-8k,White-beaked_Dolphin,Clymene_Dolphin,false
test_55,full_0-8k,Clymene_Dolphin,Clymene_Dolphin,true
test_551,full_0-8k,White-beaked_Dolphin,White-beaked_Dolphin,true
test_566,full_0-8k,Northern_Right_Whale,Northern_Right_Whale,true
test_576,full_0-8k,Northern_Right_Whale,Northern_Right_Whale,true
test_579,full_0-8k,Northern_Right_Whale,Northern_Right_Whale,true
test_585,full_0-8k,Northern_Right_Whale,Northern_Right_Whale,true
test_588,full_0-8k,Northern_Right_Whale,Northern_Right_Whale,true
test_591,full_0-8k,Northern_Right_Whale,Harp_Seal,false
test_592,full_0-8k,Northern_Right_Whale,Northern_Right_Whale,true
test_597,full_0-8k,Northern_Right_Whale,Northern_Right_Whale,true
test_601,full_0-8k,Northern_Right_Whale,Northern_Right_Whale,true
test_604,full_0-8k,Northern_Right_Whale,Northern_Right_Whale,true
test_608,full_0-8k,Northern_Right_Whale,Northern_Right_Whale,true
test_614,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_623,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_628,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_631,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_632,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_635,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_657,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_658,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_66,full_0-8k,Bottlenose_Dolphin,Bottlenose_Dolphin,true
test_660,full_0-8k,Frasers_Dolphin,Pantropical_Spotted_Dolphin,false
test_664,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_666,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_670,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_672,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_675,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_679,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_691,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_693,full_0-8k,Frasers_Dolphin,Frasers_Dolphin,true
test_700,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_719,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_721,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_723,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_727,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_733,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_742,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_743,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_744,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_748,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_749,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_75,full_0-8k,Bottlenose_Dolphin,Bottlenose_Dolphin,true
test_756,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_759,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_761,full_0-8k,"Grampus,_Rissos_Dolphin","Grampus,_Rissos_Dolphin",true
test_774,full_0-8k,Harp_Seal,Harp_Seal,true
test_777,full_0-8k,Harp_Seal,Harp_Seal,true
test_786,full_0-8k,Harp_Seal,Harp_Seal,true
test_788,full_0-8k,Harp_Seal,Harp_Seal,true
test_79,full_0-8k,Bottlenose_Dolphin,Striped_Dolphin,false
test_794,full_0-8k,Harp_Seal,Harp_Seal,true
test_796,full_0-8k,Harp_Seal,Harp_Seal,true
test_800,full_0-8k,Harp_Seal,Harp_Seal,true
test_801,full_0-8k,Harp_Seal,Harp_Seal,true
test_804,full_0-8k,Harp_Seal,Harp_Seal,true
test_808,full_0-8k,Harp_Seal,Harp_Seal,true
test_81,full_0-8k,Bottlenose_Dolphin,Bottlenose_Dolphin,true
test_814,full_0-8k,Atlantic_Spotted_Dolphin,Atlantic_Spotted_Dolphin,true
test_815,full_0-8k,Atlantic_Spotted_Dolphin,Atlantic_Spotted_Dolphin,true
test_827,full_0-8k,Atlantic_Spotted_Dolphin,Atlantic_Spotted_Dolphin,true
test_831,full_0-8k,Atlantic_Spotted_Dolphin,Atlantic_Spotted_Dolphin,true
test_833,full_0-8k,Atlantic_Spotted_Dolphin,Atlantic_Spotted_Dolphin,true
test_834,full_0-8k,Atlantic_Spotted_Dolphin,Atlantic_Spotted_Dolphin,true
test_836,full_0-8k,Atlantic_Spotted_Dolphin,Atlantic_Spotted_Dolphin,true
test_845,full_0-8k,Atlantic_Spotted_Dolphin,Atlantic_Spotted_Dolphin,true
test_850,full_0-8k,Atlantic_Spotted_Dolphin,Atlantic_Spotted_Dolphin,true
test_851,full_0-8k,Atlantic_Spotted_Dolphin,Atlantic_Spotted_Dolphin,true
test_858,full_0-8k,Atlantic_Spotted_Dolphin,Atlantic_Spotted_Dolphin,true
test_871,full_0-8k,"Fin,_Finback_Whale","Fin,_Finback_Whale",true
test_877,full_0-8k,"Fin,_Finback_Whale","Fin,_Finback_Whale",true
test_882,full_0-8k,"Fin,_Finback_Whale","Fin,_Finback_Whale",true
test_884,full_0-8k,"Fin,_Finback_Whale","Fin,_Finback_Whale",true
test_886,full_0-8k,"Fin,_Finback_Whale","Fin,_Finback_Whale",true
test_889,full_0-8k,"Fin,_Finback_Whale","Fin,_Finback_Whale",true
test_890,full_0-8k,"Fin,_Finback_Whale","Fin,_Finback_Whale",true
test_904,full_0-8k,"Fin,_Finback_Whale","Fin,_Finback_Whale",true
test_906,full_0-8k,"Fin,_Finback_Whale","Fin,_Finback_Whale",true
test_910,full_0-8k,"Fin,_Finback_Whale","Fin,_Finback_Whale",true
test_92,full_0-8k,Spinner_Dolphin,Spinner_Dolphin,true
test_924,full_0-8k,Ross_Seal,Ross_Seal,true
test_934,full_0-8k,Ross_Seal,Ross_Seal,true
test_937,full_0-8k,Ross_Seal,Ross_Seal,true
test_939,full_0-8k,Ross_Seal,Ross_Seal,true
test_945,full_0-8k,Ross_Seal,Ross_Seal,true
test_946,full_0-8k,Ross_Seal,Ross_Seal,true
test_95,full_0-8k,Spinner_Dolphin,Spinner_Dolphin,true
test_953,full_0-8k,Ross_Seal,Ross_Seal,true
test_959,full_0-8k,Ross_Seal,Ross_Seal,true
test_960,full_0-8k,Ross_Seal,Ross_Seal,true
test_962,full_0-8k,Ross_Seal,Ross_Seal,true
test_972,full_0-8k,Rough-Toothed_Dolphin,Rough-Toothed_Dolphin,true
test_974,full_0-8k,Rough-Toothed_Dolphin,Rough-Toothed_Dolphin,true
test_975,full_0-8k,Rough-Toothed_Dolphin,Rough-Toothed_Dolphin,true
test_978,full_0-8k,Rough-Toothed_Dolphin,Rough-Toothed_Dolphin,true
test_98,full_0-8k,Spinner_Dolphin,Spinner_Dolphin,true
test_980,full_0-8k,Rough-Toothed_Dolphin,Rough-Toothed_Dolphin,true
test_994,full_0-8k,Rough-Toothed_Dolphin,Rough-Toothed_Dolphin,true
test_997,full_0-8k,Rough-Toothed_Dolphin,Rough-Toothed_Dolphin,true
test_999,full_0-8k,Rough-Toothed_Dolphin,Spinner_Dolphin,false
test_10,lp_0-1000,Clymene_Dolphin,Minke_Whale,false
test_1008,lp_0-1000,Rough-Toothed_Dolphin,Minke_Whale,false
test_1019,lp_0-1000,Rough-Toothed_Dolphin,Minke_Whale,false
test_1021,lp_0-1000,Killer_Whale,Minke_Whale,false
test_1029,lp_0-1000,Killer_Whale,"Fin,_Finback_Whale",false
test_103,lp_0-1000,Spinner_Dolphin,Minke_Whale,false
test_1034,lp_0-1000,Killer_Whale,Humpback_Whale,false
test_1041,lp_0-1000,Killer_Whale,Minke_Whale,false
test_1042,lp_0-1000,Killer_Whale,Minke_Whale,false
test_1048,lp_0-1000,Killer_Whale,"Fin,_Finback_Whale",false
test_1051,lp_0-1000,Killer_Whale,Humpback_Whale,false
test_1056,lp_0-1000,Pantropical_Spotted_Dolphin,Minke_Whale,false
test_1057,lp_0-1000,Pantropical_Spotted_Dolphin,Minke_Whale,false
test_1060,lp_0-1000,Pantropical_Spotted_Dolphin,Minke_Whale,false
test_1065,lp_0-1000,Pantropical_Spotted_Dolphin,Minke_Whale,false
test_1066,lp_0-1000,Pantropical_Spotted_Dolphin,Minke_Whale,false
test_1075,lp_0-1000,Pantropical_Spotted_Dolphin,Leopard_Seal,false
test_108,lp_0-1000,Spinner_Dolphin,Minke_Whale,false
test_1088,lp_0-1000,Pantropical_Spotted_Dolphin,Minke_Whale,false
test_1093,lp_0-1000,Pantropical_Spotted_Dolphin,Minke_Whale,false
test_1099,lp_0-1000,Pantropical_Spotted_Dolphin,Minke_Whale,false
test_110,lp_0-1000,Spinner_Dolphin,Minke_Whale,false
test_1108,lp_0-1000,Pantropical_Spotted_Dolphin,Minke_Whale,false
test_111,lp_0-1000,Spinner_Dolphin,Minke_Whale,false
test_1117,lp_0-1000,Pantropical_Spotted_Dolphin,Leopard_Seal,false
test_1118,lp_0-1000,Pantropical_Spotted_Dolphin,Minke_Whale,false
test_1119,lp_0-1000,Pantropical_Spotted_Dolphin,Minke_Whale,false
test_112,lp_0-1000,Spinner_Dolphin,Minke_Whale,false
test_1122,lp_0-1000,Short-Finned_Pacific_Pilot_Whale,"Fin,_Finback_Whale",false
test_1126,lp_0-1000,Short-Finned_Pacific_Pilot_Whale,Minke_Whale,false
test_113,lp_0-1000,Spinner_Dolphin,Minke_Whale,false
test_1143,lp_0-1000,Short-Finned_Pacific_Pilot_Whale,"Fin,_Finback_Whale",false
test_1144,lp_0-1000,Short-Finned_Pacific_Pilot_Whale,Minke_Whale,false
test_1147,lp_0-1000,Short-Finned_Pacific_Pilot_Whale,Minke_Whale,false
test_115,lp_0-1000,Spinner_Dolphin,Minke_Whale,false
test_1152,lp_0-1000,Short-Finned_Pacific_Pilot_Whale,Minke_Whale,false
test_1161,lp_0-1000,Short-Finned_Pacific_Pilot_Whale,Minke_Whale,false
test_1162,lp_0-1000,Short-Finned_Pacific_Pilot_Whale,Minke_Whale,false
