event_id,audio_path,label,split,source_index,source_filename,sha256,provenance,beans_max_duration_s,duration_protocol,condition,source_split,equal_support_k_per_class,equal_support_role
train_100,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/train_100.wav,Rudy,train,100,Rudy-5-P-5a.wav,403959ed902043f187cee611aa8d25ff58c7a87db0779588ac157ef245d6088b,hf:beans_dogs/train-00000-of-00002.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,train,2,labeled_support
train_146,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/train_146.wav,Siggy,train,146,Siggy-8-C-8a.wav,67dedc1c248bac2a171c64ec82c8df908a51b0e571da21b0bdb1a59fb3b78294,hf:beans_dogs/train-00000-of-00002.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,train,2,labeled_support
train_162,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/train_162.wav,Siggy,train,162,Siggy-3-C-3f.wav,2aff0cc4b1c5f76789833cdbbaaf0970231d933749529242910d0b51bef738e8,hf:beans_dogs/train-00000-of-00002.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,train,2,labeled_support
train_281,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/train_281.wav,Zoe,train,281,Zoe-1-P-1b.wav,b53870ec61ac947f5a6e149746942756c49ac9c09f20fdd5352a1310953c845f,hf:beans_dogs/train-00000-of-00002.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,train,2,labeled_support
train_266,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/train_266.wav,Zoe,train,266,Zoe-2-C-2h.wav,e6b12d90caaa57e99029129248a59f574018b7de21e1fd76ba565281a408e8a7,hf:beans_dogs/train-00000-of-00002.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,train,2,labeled_support
valid_4,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_4.wav,Mac,valid,4,Mac-2-A-2a..wav,89fe6f8399bc641158d1ac84e1f702fc45b35a23ee9f8ac4948fe98a7a88d2d0,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_7,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_7.wav,Mac,valid,7,Mac-2-P-2a.wav,06af4eb9960c5c68c2c3171e757eddf3a574397b9d4e75366bad9a99e42036f0,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_13,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_13.wav,Mac,valid,13,Mac-8-P-8c.wav,c9fd416b221d63b621441498096fafa45a6e4eab221d2d61fd93bf48d6413bb5,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_21,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_21.wav,Mac,valid,21,Mac-7-A-7.wav,2701ea950dca9923c1235b383cf4aaf50c2f20a364b2614e5642b9f43ee2684e,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_26,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_26.wav,Mac,valid,26,Mac-9-C-7c.wav,658b3ac38e68a2d114c74f38cf68f7e6e074be4aaad4b7bff8bbd792b3daeca9,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_27,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_27.wav,Mac,valid,27,Mac-9-C-7h.wav,e1d54d6702b1868b65cb8740bc9bd7aada4ae9f78ee104298eba02ff121d1d17,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_29,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_29.wav,Mac,valid,29,Mac-9-P-9d.wav,994bf0046a4c11fd6a8a0d44c293cb80b7af730d210dab15a63c0bd8bd6d98fe,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_37,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_37.wav,Mac,valid,37,Mac-9-C-7d.wav,f164ce2b7a04fd1b525d02ccac63eb32efbbfa60794d90d96eb930451e035729,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_46,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_46.wav,Mac,valid,46,Mac-5-C-3b.wav,e0a90c551b22276123ff49ad26537c7510e19e8e127f7e5c7d4df6515be69ec4,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_47,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_47.wav,Mac,valid,47,Mac-5-C-3d.wav,2630a815b983cf920cb68b37ca30f0a6805e8646e4f47e98fe33726e3c97b7f6,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_50,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_50.wav,Mac,valid,50,Mac-5-C-3i.wav,806e9562bd6aa5ce4ab98b8fe3c68a039340aab06cb1935169e7a4b6e630ce90,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_57,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_57.wav,Mac,valid,57,Mac-1-C-1f.wav,b2a15b3229fb7fefdeedf14f5768d947c60d85d4337c06634b104db6a72c9c06,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_70,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_70.wav,Mac,valid,70,Mac-1-P-1b.wav,367231ae6b013f0b4be1a80d5c420c68024be8e2407b93ac5cdf0fddaacc7f10,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_71,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_71.wav,Mac,valid,71,Mac-10-C-8a.wav,5dd0af3ed7d76447232edeb835be24481635fba06f7fd471bce43367ab2614a5,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_75,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_75.wav,Mac,valid,75,Mac-10-A-10.wav,6e714916dacc89b2512dad77a49ca566a96f020a787f7e3ed49f9ca4ec302bf0,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_77,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_77.wav,Mac,valid,77,Mac-10-P-10a.wav,54aec9581e864f65ce059459317c03b38eb94b201078a9f86995571ff0f294a7,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_79,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_79.wav,Mac,valid,79,Mac-6-P-6c.wav,df8161a4b681f84e2eea91a46bdc92d8cf2812a25731b8d75e3da728668e8d6d,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_89,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_89.wav,Rudy,valid,89,Rudy-2-P-2a.wav,c5e84480ecb0306a341466cf33c78bfd825c77ec03a3b20ec2f4f7deb74abc61,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_96,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_96.wav,Rudy,valid,96,Rudy-1-A-1b.wav,343663e7e48c8837377891dea6c1934193f5dd7d27e808dcc3b98b57cc98fac8,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_98,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_98.wav,Rudy,valid,98,Rudy-5-P-5b.wav,c98b30d09bdf4ab7c33e7218a93dc421d5cf934f522fdd86662c026099ffbf14,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_102,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_102.wav,Rudy,valid,102,Rudy-3-P-3e.wav,f4a079810f18fb9610c77196ea7db236c02a0ba557590f9bd85fe1b751acd7de,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_119,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_119.wav,Siggy,valid,119,Siggy-5-P-5d.wav,1dabb045807687e17731ca3f6d78761e009d29888ae654ab76ca092e3fd0c33d,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_125,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_125.wav,Siggy,valid,125,Siggy-7-P-7b.wav,b90dcb93f637c881aa680e800a1eb1c28f9cf72fbfcf662034cd8349dae0e092,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_128,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_128.wav,Siggy,valid,128,Siggy-7-A-7.wav,817b7a1e1f4b80fe18fce8c5a121f3c1a13539450de5ad18bad075695976dcc1,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_142,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_142.wav,Siggy,valid,142,Siggy-2-P-2.wav,bd87c83cb0932b3daed345e1ec0b0a229ca0258685135d951f4a62092e321d42,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_154,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_154.wav,Siggy,valid,154,Siggy-1-C-1a.wav,e388369d795f2e1101e64a3c151e8f0c722bc6b7583fc90cf15e8d24f3645068,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_157,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_157.wav,Siggy,valid,157,Siggy-3-C-3e.wav,c487eea231f65bcdec6be673dce9433a74f4eb4717f35c69a6a79db55f7461c0,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_161,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_161.wav,Siggy,valid,161,Siggy-3-P-3c.wav,1cbcf57d0b53ff8c75b682739a915a4364881a659f853d76d860926536ad9cdc,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_163,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_163.wav,Siggy,valid,163,Siggy-3-C-3b.wav,6ebf8eed7e49ca452ab4768dcc6690cf1d780b89d026c8af0f2d823ba54bb5da,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_166,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_166.wav,Siggy,valid,166,Siggy-3-A-3.wav,246cde08126f92e3c472e1c3d34a0be6646ad16a3c9a199b7547afd96f41d362,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_168,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_168.wav,Siggy,valid,168,Siggy-3-C-3d.wav,ea83fb08c6caf331e0a59d476b5d5236961b0ddc93b74f1806210a9827bf5b88,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_171,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_171.wav,Siggy,valid,171,Siggy-4-C-4b.wav,bab0a01f06d88a6ce460829568a769a2c877558f8c7a50b6927f75332e3b06d0,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_174,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_174.wav,Siggy,valid,174,Siggy-4-C-4e.wav,e51d1edbcb5f444ef728c66a6f450a0f8e64340ab47d44d45fbbc75eeb73ab25,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_175,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_175.wav,Siggy,valid,175,Siggy-4-P-4b.wav,338a3da5dc5aab8e87347d1126d1f1b7f7fd7de18fab8bd61ade663fad9cc311,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_177,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_177.wav,Siggy,valid,177,Siggy-4-P-4c.wav,a83fcb19916ce44c74b4ac558a7047dc70704484ad1b466a4806c3835ad7302d,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_192,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_192.wav,Louie,valid,192,Louie-1-C-1a.wav,537a85b096c72b9d92536b9757c42989de3e591c9d8073733cdc11b85b275b13,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_194,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_194.wav,Louie,valid,194,Louie-4-C-4b.wav,d78ef563e1bbb06adac621026eadc08f8f64b569b5c991a9640f8e020fc6e5f4,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_197,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_197.wav,Louie,valid,197,Louie-4-P-4a.wav,b085353e616c49ace2ecdc9fc65356daad69f46a6152aaa405760c61443e1b07,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_200,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_200.wav,Louie,valid,200,Louie-3-P-3.wav,697f08d110f1440d5612c539932493a7ad1dd2bfb99d87e7b34cccb34888b286,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_205,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_205.wav,Louie,valid,205,Louis-2-C-2c.wav,f522075293411f5e007ef39f5e7f0241ba44f2f3395881e81646ffa4c9ce1648,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_206,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_206.wav,Louie,valid,206,Louis-2-C-2a.wav,85b58406eb2ce3308a8e051d90489657aa45239fdf5054fc4b844dfe987cca48,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_214,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_214.wav,Zoe,valid,214,Zoe-8-C-5f(7_18_00).wav,3feabff69d0291fed6b339494a08322c65faa0e63b5c18f2c0e4250ee30c4ad7,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_215,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_215.wav,Zoe,valid,215,Zoe-8-C-5e(7_18_00).wav,1a406c10b19cad6e0722ddc9123516d2539622cb5ced44b9d197ba84e4122701,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_218,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_218.wav,Zoe,valid,218,Zoe-6-P-5a(7_16_00).wav,a9ee240c61c8c96ac55e4f665a7d8aa13ce16b8fdc0d44e9f2bd009b90f856fb,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_223,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_223.wav,Zoe,valid,223,Zoe-9-P-6f(7_22_00).wav,fa79beb0a12249550e220b06a4aaa6fb8da8d5af9f46a253386249a43eeb42d3,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_227,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_227.wav,Zoe,valid,227,Zoe-9-P-6a(7_22_00).wav,8befe993f22372fbc3cc6806f597dcbda040b7b522654c33b43c8223a1044ec5,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_236,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_236.wav,Zoe,valid,236,Zoe-5-A-3a(7_14_00).wav,fe1a04d473d320c107378ff6544de515cc0320f1e3dea9a02e1fc5cda8dc2e87,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_239,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_239.wav,Zoe,valid,239,Zoe-5-A-3b(7_14_00).wav,86d2d0736626b20224c3e062c508ee3efc13d8645446deba1555a0e99491edbc,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_247,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_247.wav,Zoe,valid,247,Zoe-4-C-3e.wav,26625cb12bfd714a67dc672c68fefd1793515a729c9c56937a8fb9c295e36d15,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_249,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_249.wav,Zoe,valid,249,Zoe-4-A-3.wav,b3b60b8a48baf2497894e2d1f9e41dc9eb5e7ab5eb61a641186dad5701d9a260,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_254,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_254.wav,Zoe,valid,254,Zoe-4-C-3k.wav,d1742a62254593d0113d1158291e680868747f54c447de769a47f7e615070a0e,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_258,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_258.wav,Zoe,valid,258,Zoe-4-C-3a.wav,4480955f536eb6e993294241f9384b69eeab5cfec2ffd7d27a724cd1707fcf74,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
