event_id,audio_path,label,split,source_index,source_filename,sha256,provenance,beans_max_duration_s,duration_protocol,condition
test_78,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_78.wav,Mac,test,78,Mac-6-P-6b.wav,8cca9a24b9372b9761f2be0a39e3085a12434f8ba90df5d2a54f402081b8fb22,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_78,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_78.wav,Mac,test,78,Mac-6-P-6b.wav,8cca9a24b9372b9761f2be0a39e3085a12434f8ba90df5d2a54f402081b8fb22,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_80,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_80.wav,Mac,test,80,Mac-6-P-6a.wav,b4298d9395414c42619395d94c97bf7738ceb7f2596bc5292eb1d82ef8b49c57,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_80,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_80.wav,Mac,test,80,Mac-6-P-6a.wav,b4298d9395414c42619395d94c97bf7738ceb7f2596bc5292eb1d82ef8b49c57,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_81,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_81.wav,Mac,test,81,Mac-6-C-4.wav,c33eb22e430e69befe754c57938df2e8afea0b05f3daaec4b61944d90185bbe1,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_81,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_81.wav,Mac,test,81,Mac-6-C-4.wav,c33eb22e430e69befe754c57938df2e8afea0b05f3daaec4b61944d90185bbe1,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_82,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_82.wav,Mac,test,82,Mac-6-A-6.wav,1bda1fb16455cd2cbb79f370b50d2ce994a47b49c2c15315c828d8bcd9437b69,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_82,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_82.wav,Mac,test,82,Mac-6-A-6.wav,1bda1fb16455cd2cbb79f370b50d2ce994a47b49c2c15315c828d8bcd9437b69,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_92,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_92.wav,Rudy,test,92,Rudy-2-A-2.wav,97da8d24af9ae73fa4a9f0e4e884c162e82251cc32f2870bacdb80cff0f21f85,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_92,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_92.wav,Rudy,test,92,Rudy-2-A-2.wav,97da8d24af9ae73fa4a9f0e4e884c162e82251cc32f2870bacdb80cff0f21f85,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_93,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_93.wav,Rudy,test,93,Rudy-2-P-2e.wav,2426b5a484399c1b4fc23061a4219ab1986079b0d25bf41240203fb8d4cdfb44,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_93,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_93.wav,Rudy,test,93,Rudy-2-P-2e.wav,2426b5a484399c1b4fc23061a4219ab1986079b0d25bf41240203fb8d4cdfb44,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_94,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_94.wav,Rudy,test,94,Rudy-2-P-2b.wav,917356c990256ec24da207db9d8764947e583cd72fe8ae4a67fcd00befeff9a2,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_94,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_94.wav,Rudy,test,94,Rudy-2-P-2b.wav,917356c990256ec24da207db9d8764947e583cd72fe8ae4a67fcd00befeff9a2,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_103,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_103.wav,Rudy,test,103,Rudy-3-P-3d.wav,4f2ee4e091e0744cd98baca36e65387c8e208dd0cb39ceacfd033fc20a5de10b,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_103,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_103.wav,Rudy,test,103,Rudy-3-P-3d.wav,4f2ee4e091e0744cd98baca36e65387c8e208dd0cb39ceacfd033fc20a5de10b,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_115,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_115.wav,Siggy,test,115,Siggy-5-C-5b.wav,61d108019485c5cd0c5cd6d5cc0cf4f06a359522b83a33410ac99796a4afdb25,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_115,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_115.wav,Siggy,test,115,Siggy-5-C-5b.wav,61d108019485c5cd0c5cd6d5cc0cf4f06a359522b83a33410ac99796a4afdb25,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_118,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_118.wav,Siggy,test,118,Siggy-5-C-5c.wav,67d9ae7ea207d1cf9fec914d23f1003de04ea757e2a1e1818c3ebdb12d36655f,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_118,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_118.wav,Siggy,test,118,Siggy-5-C-5c.wav,67d9ae7ea207d1cf9fec914d23f1003de04ea757e2a1e1818c3ebdb12d36655f,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_123,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_123.wav,Siggy,test,123,Siggy-7-P-7c.wav,a36c4535cf433056928019d8bf8482bcdb1ce4b882d31a430c0ff85b1f1bb239,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_123,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_123.wav,Siggy,test,123,Siggy-7-P-7c.wav,a36c4535cf433056928019d8bf8482bcdb1ce4b882d31a430c0ff85b1f1bb239,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_126,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_126.wav,Siggy,test,126,Siggy-7-P-7e.wav,e3e80c24d8c974bbf341317fa36ac4c5ef4ea4216c95417a7901c1cb1205fcc4,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_126,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_126.wav,Siggy,test,126,Siggy-7-P-7e.wav,e3e80c24d8c974bbf341317fa36ac4c5ef4ea4216c95417a7901c1cb1205fcc4,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_129,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_129.wav,Siggy,test,129,Siggy-9-C-9c.wav,05f59e753f8a7b168f9d1ca9c2f7d0ba0074c4fc118de3f25e4085e363317c59,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_129,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_129.wav,Siggy,test,129,Siggy-9-C-9c.wav,05f59e753f8a7b168f9d1ca9c2f7d0ba0074c4fc118de3f25e4085e363317c59,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_130,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_130.wav,Siggy,test,130,Siggy-9-P-8b.wav,e55e6f4520853ae07b253e5b13c2e5e50f1ab8575831d723a69ba301f7f57b17,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_130,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_130.wav,Siggy,test,130,Siggy-9-P-8b.wav,e55e6f4520853ae07b253e5b13c2e5e50f1ab8575831d723a69ba301f7f57b17,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_131,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_131.wav,Siggy,test,131,Siggy-9-C-9b.wav,f246fc2ffc05361bddca77839c4a57ac8acb794022e8672eafab7857b33a8bf4,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_131,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_131.wav,Siggy,test,131,Siggy-9-C-9b.wav,f246fc2ffc05361bddca77839c4a57ac8acb794022e8672eafab7857b33a8bf4,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_136,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_136.wav,Siggy,test,136,Siggy-9-A-9.wav,133a9bdba6b694d77dc11958fba549b5c2e717d68fe2339b67e6346f137fb1c3,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_136,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_136.wav,Siggy,test,136,Siggy-9-A-9.wav,133a9bdba6b694d77dc11958fba549b5c2e717d68fe2339b67e6346f137fb1c3,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_141,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_141.wav,Siggy,test,141,Siggy-2-C-2a.wav,d2ec36033e0b04cf4c496de9bae7dca66e42de36bb5a9af864b522a5c975310f,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_141,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_141.wav,Siggy,test,141,Siggy-2-C-2a.wav,d2ec36033e0b04cf4c496de9bae7dca66e42de36bb5a9af864b522a5c975310f,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_143,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_143.wav,Siggy,test,143,Siggy-2-C-2b.wav,38bcf6f84bcc339d6de42aec1d1bc6e9517302a697f4c37b3495209a67553fb7,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_143,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_143.wav,Siggy,test,143,Siggy-2-C-2b.wav,38bcf6f84bcc339d6de42aec1d1bc6e9517302a697f4c37b3495209a67553fb7,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_147,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_147.wav,Siggy,test,147,Siggy-1-C-1d.wav,238e1b88045a7c273013142e8968f1c0967068e1dfbc870415cf47e8be177bfd,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_147,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_147.wav,Siggy,test,147,Siggy-1-C-1d.wav,238e1b88045a7c273013142e8968f1c0967068e1dfbc870415cf47e8be177bfd,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_155,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_155.wav,Siggy,test,155,Siggy-1-C-1e.wav,b927fddd89e4c53308c4e3eb59cfca9bde78dc1b835b542b4f9ac184d5b69a79,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_155,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_155.wav,Siggy,test,155,Siggy-1-C-1e.wav,b927fddd89e4c53308c4e3eb59cfca9bde78dc1b835b542b4f9ac184d5b69a79,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_170,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_170.wav,Siggy,test,170,Siggy-4-C-4a.wav,b0d01fa2e143607bba700df7b53b563942408094159e7c14b9436bfdf89d9890,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_170,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_170.wav,Siggy,test,170,Siggy-4-C-4a.wav,b0d01fa2e143607bba700df7b53b563942408094159e7c14b9436bfdf89d9890,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_172,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_172.wav,Siggy,test,172,Siggy-4-P-4a.wav,77f49a07e39cd6c81351b6fb72cfafaa740b62bad95f34ffc056c9622ec30205,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_172,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_172.wav,Siggy,test,172,Siggy-4-P-4a.wav,77f49a07e39cd6c81351b6fb72cfafaa740b62bad95f34ffc056c9622ec30205,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_181,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_181.wav,Louie,test,181,Louie-5-A-5c.wav,e34848ff9287b99d4873f10222bda6ae45ab8d01226196dfb149f6e9f5a95afb,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_181,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_181.wav,Louie,test,181,Louie-5-A-5c.wav,e34848ff9287b99d4873f10222bda6ae45ab8d01226196dfb149f6e9f5a95afb,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_182,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_182.wav,Louie,test,182,Louie-5-A-5b.wav,4b8f73c741b1331c9cef9f53a9fed37a1845a960f9993a5f686017514daefb35,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_182,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_182.wav,Louie,test,182,Louie-5-A-5b.wav,4b8f73c741b1331c9cef9f53a9fed37a1845a960f9993a5f686017514daefb35,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_184,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_184.wav,Louie,test,184,Louie-1-C-1d.wav,2e67a7136163a07fa338b45e1c660434eb9a241329844a935efe4c8c065e2d1e,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
test_184,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/test_184.wav,Louie,test,184,Louie-1-C-1d.wav,2e67a7136163a07fa338b45e1c660434eb9a241329844a935efe4c8c065e2d1e,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000
test_188,/root/animal-omni-kv/data/beans/interventions/dogs_all/full_0-8k/test_188.wav,Louie,test,188,Louie-1-C-1e.wav,40a0070db13041c342676557e429a9a355ec31c200e1f48cc441189805bfaa14,hf:beans_dogs/test-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,full_0-8k
