event_id,audio_path,label,recording_id,condition,source_audio_path,source_condition,sample_rate,frames,channels
valid_128,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_128.wav,Siggy,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_128.wav,lp_0-1000,16000,160000,1
valid_142,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_142.wav,Siggy,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_142.wav,lp_0-1000,16000,160000,1
valid_154,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_154.wav,Siggy,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_154.wav,lp_0-1000,16000,160000,1
valid_157,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_157.wav,Siggy,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_157.wav,lp_0-1000,16000,160000,1
valid_161,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_161.wav,Siggy,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_161.wav,lp_0-1000,16000,160000,1
valid_163,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_163.wav,Siggy,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_163.wav,lp_0-1000,16000,160000,1
valid_166,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_166.wav,Siggy,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_166.wav,lp_0-1000,16000,160000,1
valid_168,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_168.wav,Siggy,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_168.wav,lp_0-1000,16000,160000,1
valid_171,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_171.wav,Siggy,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_171.wav,lp_0-1000,16000,160000,1
valid_174,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_174.wav,Siggy,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_174.wav,lp_0-1000,16000,160000,1
valid_175,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_175.wav,Siggy,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_175.wav,lp_0-1000,16000,160000,1
valid_177,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_177.wav,Siggy,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_177.wav,lp_0-1000,16000,160000,1
valid_192,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_192.wav,Louie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_192.wav,lp_0-1000,16000,160000,1
valid_194,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_194.wav,Louie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_194.wav,lp_0-1000,16000,160000,1
valid_197,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_197.wav,Louie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_197.wav,lp_0-1000,16000,160000,1
valid_200,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_200.wav,Louie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_200.wav,lp_0-1000,16000,160000,1
valid_205,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_205.wav,Louie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_205.wav,lp_0-1000,16000,160000,1
valid_206,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_206.wav,Louie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_206.wav,lp_0-1000,16000,160000,1
valid_214,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_214.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_214.wav,lp_0-1000,16000,160000,1
valid_215,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_215.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_215.wav,lp_0-1000,16000,160000,1
valid_218,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_218.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_218.wav,lp_0-1000,16000,160000,1
valid_223,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_223.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_223.wav,lp_0-1000,16000,160000,1
valid_227,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_227.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_227.wav,lp_0-1000,16000,160000,1
valid_236,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_236.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_236.wav,lp_0-1000,16000,160000,1
valid_239,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_239.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_239.wav,lp_0-1000,16000,160000,1
valid_247,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_247.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_247.wav,lp_0-1000,16000,160000,1
valid_249,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_249.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_249.wav,lp_0-1000,16000,160000,1
valid_254,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_254.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_254.wav,lp_0-1000,16000,160000,1
valid_258,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_258.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_258.wav,lp_0-1000,16000,160000,1
valid_264,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_264.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_264.wav,lp_0-1000,16000,160000,1
valid_267,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_267.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_267.wav,lp_0-1000,16000,160000,1
valid_276,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_276.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_276.wav,lp_0-1000,16000,160000,1
valid_279,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_279.wav,Zoe,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_279.wav,lp_0-1000,16000,160000,1
valid_292,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_292.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_292.wav,lp_0-1000,16000,160000,1
valid_293,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_293.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_293.wav,lp_0-1000,16000,160000,1
valid_297,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_297.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_297.wav,lp_0-1000,16000,160000,1
valid_303,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_303.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_303.wav,lp_0-1000,16000,160000,1
valid_324,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_324.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_324.wav,lp_0-1000,16000,160000,1
valid_331,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_331.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_331.wav,lp_0-1000,16000,160000,1
valid_333,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_333.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_333.wav,lp_0-1000,16000,160000,1
valid_335,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_335.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_335.wav,lp_0-1000,16000,160000,1
valid_338,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_338.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_338.wav,lp_0-1000,16000,160000,1
valid_339,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_339.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_339.wav,lp_0-1000,16000,160000,1
valid_341,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_341.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_341.wav,lp_0-1000,16000,160000,1
valid_346,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_346.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_346.wav,lp_0-1000,16000,160000,1
valid_347,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_347.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_347.wav,lp_0-1000,16000,160000,1
valid_352,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_352.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_352.wav,lp_0-1000,16000,160000,1
valid_374,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_374.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_374.wav,lp_0-1000,16000,160000,1
valid_376,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_376.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_376.wav,lp_0-1000,16000,160000,1
valid_380,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_380.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_380.wav,lp_0-1000,16000,160000,1
valid_382,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_382.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_382.wav,lp_0-1000,16000,160000,1
valid_383,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_383.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_383.wav,lp_0-1000,16000,160000,1
valid_385,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_385.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_385.wav,lp_0-1000,16000,160000,1
valid_391,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_391.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_391.wav,lp_0-1000,16000,160000,1
valid_393,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_393.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_393.wav,lp_0-1000,16000,160000,1
valid_397,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_397.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_397.wav,lp_0-1000,16000,160000,1
valid_398,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_398.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_398.wav,lp_0-1000,16000,160000,1
valid_399,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_399.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_399.wav,lp_0-1000,16000,160000,1
valid_404,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_404.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_404.wav,lp_0-1000,16000,160000,1
valid_409,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_409.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_409.wav,lp_0-1000,16000,160000,1
valid_418,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_418.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_418.wav,lp_0-1000,16000,160000,1
valid_422,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_422.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_422.wav,lp_0-1000,16000,160000,1
valid_426,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_426.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_426.wav,lp_0-1000,16000,160000,1
valid_429,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_429.wav,Roodie,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_429.wav,lp_0-1000,16000,160000,1
valid_438,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_438.wav,Farley,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_438.wav,lp_0-1000,16000,160000,1
valid_439,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_439.wav,Farley,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_439.wav,lp_0-1000,16000,160000,1
valid_457,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_457.wav,Farley,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_457.wav,lp_0-1000,16000,160000,1
valid_458,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_458.wav,Farley,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_458.wav,lp_0-1000,16000,160000,1
valid_459,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_459.wav,Farley,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_459.wav,lp_0-1000,16000,160000,1
valid_460,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_460.wav,Farley,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_460.wav,lp_0-1000,16000,160000,1
valid_465,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_465.wav,Farley,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_465.wav,lp_0-1000,16000,160000,1
valid_466,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_466.wav,Farley,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_466.wav,lp_0-1000,16000,160000,1
valid_468,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_468.wav,Farley,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_468.wav,lp_0-1000,16000,160000,1
valid_472,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_472.wav,Farley,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_472.wav,lp_0-1000,16000,160000,1
valid_479,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_479.wav,Farley,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_479.wav,lp_0-1000,16000,160000,1
valid_490,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_490.wav,Keri,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_490.wav,lp_0-1000,16000,160000,1
valid_495,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_495.wav,Keri,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_495.wav,lp_0-1000,16000,160000,1
valid_496,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_496.wav,Keri,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_496.wav,lp_0-1000,16000,160000,1
valid_504,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_504.wav,Keri,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_504.wav,lp_0-1000,16000,160000,1
valid_505,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_505.wav,Keri,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_505.wav,lp_0-1000,16000,160000,1
valid_511,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_511.wav,Keri,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_511.wav,lp_0-1000,16000,160000,1
valid_521,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_521.wav,Keri,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_521.wav,lp_0-1000,16000,160000,1
valid_523,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_523.wav,Keri,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_523.wav,lp_0-1000,16000,160000,1
valid_529,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_529.wav,Keri,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_529.wav,lp_0-1000,16000,160000,1
valid_536,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_536.wav,Freid,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_536.wav,lp_0-1000,16000,160000,1
valid_538,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_538.wav,Freid,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_538.wav,lp_0-1000,16000,160000,1
valid_547,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_547.wav,Freid,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_547.wav,lp_0-1000,16000,160000,1
valid_548,/root/animal-omni-kv/data/beans/dogs_lp1_matched_silence/valid_548.wav,Freid,,matched_silence,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_548.wav,lp_0-1000,16000,160000,1
