event_id,audio_path,label,recording_id,provenance,annotation_tsv_label,example_annotation_agree,condition
363507,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/363507.wav,Infant Cry,2022_3_13,official_audio_example,Twitter,false,lp_0-6000
363507,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-8000/363507.wav,Infant Cry,2022_3_13,official_audio_example,Twitter,false,lp_0-8000
363507,/root/animal-omni-kv/data/marmaudio/interventions/remove_0-1000/363507.wav,Infant Cry,2022_3_13,official_audio_example,Twitter,false,remove_0-1000
363507,/root/animal-omni-kv/data/marmaudio/interventions/remove_1000-2000/363507.wav,Infant Cry,2022_3_13,official_audio_example,Twitter,false,remove_1000-2000
363507,/root/animal-omni-kv/data/marmaudio/interventions/remove_2000-4000/363507.wav,Infant Cry,2022_3_13,official_audio_example,Twitter,false,remove_2000-4000
363507,/root/animal-omni-kv/data/marmaudio/interventions/remove_4000-6000/363507.wav,Infant Cry,2022_3_13,official_audio_example,Twitter,false,remove_4000-6000
363507,/root/animal-omni-kv/data/marmaudio/interventions/remove_6000-8000/363507.wav,Infant Cry,2022_3_13,official_audio_example,Twitter,false,remove_6000-8000
509092,/root/animal-omni-kv/data/marmaudio/interventions/full_0-8k/509092.wav,Infant Cry,2022_12_3,official_audio_example,Vocalization,false,full_0-8k
509092,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-1000/509092.wav,Infant Cry,2022_12_3,official_audio_example,Vocalization,false,lp_0-1000
509092,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-2000/509092.wav,Infant Cry,2022_12_3,official_audio_example,Vocalization,false,lp_0-2000
509092,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-4000/509092.wav,Infant Cry,2022_12_3,official_audio_example,Vocalization,false,lp_0-4000
509092,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/509092.wav,Infant Cry,2022_12_3,official_audio_example,Vocalization,false,lp_0-6000
509092,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-8000/509092.wav,Infant Cry,2022_12_3,official_audio_example,Vocalization,false,lp_0-8000
509092,/root/animal-omni-kv/data/marmaudio/interventions/remove_0-1000/509092.wav,Infant Cry,2022_12_3,official_audio_example,Vocalization,false,remove_0-1000
509092,/root/animal-omni-kv/data/marmaudio/interventions/remove_1000-2000/509092.wav,Infant Cry,2022_12_3,official_audio_example,Vocalization,false,remove_1000-2000
509092,/root/animal-omni-kv/data/marmaudio/interventions/remove_2000-4000/509092.wav,Infant Cry,2022_12_3,official_audio_example,Vocalization,false,remove_2000-4000
509092,/root/animal-omni-kv/data/marmaudio/interventions/remove_4000-6000/509092.wav,Infant Cry,2022_12_3,official_audio_example,Vocalization,false,remove_4000-6000
509092,/root/animal-omni-kv/data/marmaudio/interventions/remove_6000-8000/509092.wav,Infant Cry,2022_12_3,official_audio_example,Vocalization,false,remove_6000-8000
526561,/root/animal-omni-kv/data/marmaudio/interventions/full_0-8k/526561.wav,Infant Cry,2021_1_0,official_audio_example,Vocalization,false,full_0-8k
526561,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-1000/526561.wav,Infant Cry,2021_1_0,official_audio_example,Vocalization,false,lp_0-1000
526561,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-2000/526561.wav,Infant Cry,2021_1_0,official_audio_example,Vocalization,false,lp_0-2000
526561,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-4000/526561.wav,Infant Cry,2021_1_0,official_audio_example,Vocalization,false,lp_0-4000
526561,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/526561.wav,Infant Cry,2021_1_0,official_audio_example,Vocalization,false,lp_0-6000
526561,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-8000/526561.wav,Infant Cry,2021_1_0,official_audio_example,Vocalization,false,lp_0-8000
526561,/root/animal-omni-kv/data/marmaudio/interventions/remove_0-1000/526561.wav,Infant Cry,2021_1_0,official_audio_example,Vocalization,false,remove_0-1000
526561,/root/animal-omni-kv/data/marmaudio/interventions/remove_1000-2000/526561.wav,Infant Cry,2021_1_0,official_audio_example,Vocalization,false,remove_1000-2000
526561,/root/animal-omni-kv/data/marmaudio/interventions/remove_2000-4000/526561.wav,Infant Cry,2021_1_0,official_audio_example,Vocalization,false,remove_2000-4000
526561,/root/animal-omni-kv/data/marmaudio/interventions/remove_4000-6000/526561.wav,Infant Cry,2021_1_0,official_audio_example,Vocalization,false,remove_4000-6000
526561,/root/animal-omni-kv/data/marmaudio/interventions/remove_6000-8000/526561.wav,Infant Cry,2021_1_0,official_audio_example,Vocalization,false,remove_6000-8000
574304,/root/animal-omni-kv/data/marmaudio/interventions/full_0-8k/574304.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,full_0-8k
574304,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-1000/574304.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,lp_0-1000
574304,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-2000/574304.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,lp_0-2000
574304,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-4000/574304.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,lp_0-4000
574304,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/574304.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,lp_0-6000
574304,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-8000/574304.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,lp_0-8000
574304,/root/animal-omni-kv/data/marmaudio/interventions/remove_0-1000/574304.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,remove_0-1000
574304,/root/animal-omni-kv/data/marmaudio/interventions/remove_1000-2000/574304.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,remove_1000-2000
574304,/root/animal-omni-kv/data/marmaudio/interventions/remove_2000-4000/574304.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,remove_2000-4000
574304,/root/animal-omni-kv/data/marmaudio/interventions/remove_4000-6000/574304.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,remove_4000-6000
574304,/root/animal-omni-kv/data/marmaudio/interventions/remove_6000-8000/574304.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,remove_6000-8000
583037,/root/animal-omni-kv/data/marmaudio/interventions/full_0-8k/583037.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,full_0-8k
583037,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-1000/583037.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,lp_0-1000
583037,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-2000/583037.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,lp_0-2000
583037,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-4000/583037.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,lp_0-4000
583037,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/583037.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,lp_0-6000
583037,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-8000/583037.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,lp_0-8000
583037,/root/animal-omni-kv/data/marmaudio/interventions/remove_0-1000/583037.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,remove_0-1000
583037,/root/animal-omni-kv/data/marmaudio/interventions/remove_1000-2000/583037.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,remove_1000-2000
583037,/root/animal-omni-kv/data/marmaudio/interventions/remove_2000-4000/583037.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,remove_2000-4000
583037,/root/animal-omni-kv/data/marmaudio/interventions/remove_4000-6000/583037.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,remove_4000-6000
583037,/root/animal-omni-kv/data/marmaudio/interventions/remove_6000-8000/583037.wav,Infant Cry,2020_10_1,official_audio_example,Vocalization,false,remove_6000-8000
764613,/root/animal-omni-kv/data/marmaudio/interventions/full_0-8k/764613.wav,Infant Cry,2023_3_5,official_audio_example,Vocalization,false,full_0-8k
764613,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-1000/764613.wav,Infant Cry,2023_3_5,official_audio_example,Vocalization,false,lp_0-1000
764613,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-2000/764613.wav,Infant Cry,2023_3_5,official_audio_example,Vocalization,false,lp_0-2000
764613,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-4000/764613.wav,Infant Cry,2023_3_5,official_audio_example,Vocalization,false,lp_0-4000
764613,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/764613.wav,Infant Cry,2023_3_5,official_audio_example,Vocalization,false,lp_0-6000
764613,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-8000/764613.wav,Infant Cry,2023_3_5,official_audio_example,Vocalization,false,lp_0-8000
764613,/root/animal-omni-kv/data/marmaudio/interventions/remove_0-1000/764613.wav,Infant Cry,2023_3_5,official_audio_example,Vocalization,false,remove_0-1000
764613,/root/animal-omni-kv/data/marmaudio/interventions/remove_1000-2000/764613.wav,Infant Cry,2023_3_5,official_audio_example,Vocalization,false,remove_1000-2000
764613,/root/animal-omni-kv/data/marmaudio/interventions/remove_2000-4000/764613.wav,Infant Cry,2023_3_5,official_audio_example,Vocalization,false,remove_2000-4000
764613,/root/animal-omni-kv/data/marmaudio/interventions/remove_4000-6000/764613.wav,Infant Cry,2023_3_5,official_audio_example,Vocalization,false,remove_4000-6000
764613,/root/animal-omni-kv/data/marmaudio/interventions/remove_6000-8000/764613.wav,Infant Cry,2023_3_5,official_audio_example,Vocalization,false,remove_6000-8000
775365,/root/animal-omni-kv/data/marmaudio/interventions/full_0-8k/775365.wav,Infant Cry,2023_3_6,official_audio_example,Twitter,false,full_0-8k
775365,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-1000/775365.wav,Infant Cry,2023_3_6,official_audio_example,Twitter,false,lp_0-1000
775365,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-2000/775365.wav,Infant Cry,2023_3_6,official_audio_example,Twitter,false,lp_0-2000
775365,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-4000/775365.wav,Infant Cry,2023_3_6,official_audio_example,Twitter,false,lp_0-4000
775365,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/775365.wav,Infant Cry,2023_3_6,official_audio_example,Twitter,false,lp_0-6000
775365,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-8000/775365.wav,Infant Cry,2023_3_6,official_audio_example,Twitter,false,lp_0-8000
775365,/root/animal-omni-kv/data/marmaudio/interventions/remove_0-1000/775365.wav,Infant Cry,2023_3_6,official_audio_example,Twitter,false,remove_0-1000
775365,/root/animal-omni-kv/data/marmaudio/interventions/remove_1000-2000/775365.wav,Infant Cry,2023_3_6,official_audio_example,Twitter,false,remove_1000-2000
775365,/root/animal-omni-kv/data/marmaudio/interventions/remove_2000-4000/775365.wav,Infant Cry,2023_3_6,official_audio_example,Twitter,false,remove_2000-4000
775365,/root/animal-omni-kv/data/marmaudio/interventions/remove_4000-6000/775365.wav,Infant Cry,2023_3_6,official_audio_example,Twitter,false,remove_4000-6000
775365,/root/animal-omni-kv/data/marmaudio/interventions/remove_6000-8000/775365.wav,Infant Cry,2023_3_6,official_audio_example,Twitter,false,remove_6000-8000
223119,/root/animal-omni-kv/data/marmaudio/interventions/full_0-8k/223119.wav,Phee,2019_12_0,official_audio_example,Phee,true,full_0-8k
223119,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-1000/223119.wav,Phee,2019_12_0,official_audio_example,Phee,true,lp_0-1000
223119,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-2000/223119.wav,Phee,2019_12_0,official_audio_example,Phee,true,lp_0-2000
223119,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-4000/223119.wav,Phee,2019_12_0,official_audio_example,Phee,true,lp_0-4000
223119,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/223119.wav,Phee,2019_12_0,official_audio_example,Phee,true,lp_0-6000
223119,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-8000/223119.wav,Phee,2019_12_0,official_audio_example,Phee,true,lp_0-8000
223119,/root/animal-omni-kv/data/marmaudio/interventions/remove_0-1000/223119.wav,Phee,2019_12_0,official_audio_example,Phee,true,remove_0-1000
223119,/root/animal-omni-kv/data/marmaudio/interventions/remove_1000-2000/223119.wav,Phee,2019_12_0,official_audio_example,Phee,true,remove_1000-2000
223119,/root/animal-omni-kv/data/marmaudio/interventions/remove_2000-4000/223119.wav,Phee,2019_12_0,official_audio_example,Phee,true,remove_2000-4000
223119,/root/animal-omni-kv/data/marmaudio/interventions/remove_4000-6000/223119.wav,Phee,2019_12_0,official_audio_example,Phee,true,remove_4000-6000
223119,/root/animal-omni-kv/data/marmaudio/interventions/remove_6000-8000/223119.wav,Phee,2019_12_0,official_audio_example,Phee,true,remove_6000-8000
223202,/root/animal-omni-kv/data/marmaudio/interventions/full_0-8k/223202.wav,Phee,2019_12_0,official_audio_example,Phee,true,full_0-8k
223202,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-1000/223202.wav,Phee,2019_12_0,official_audio_example,Phee,true,lp_0-1000
223202,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-2000/223202.wav,Phee,2019_12_0,official_audio_example,Phee,true,lp_0-2000
223202,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-4000/223202.wav,Phee,2019_12_0,official_audio_example,Phee,true,lp_0-4000
223202,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/223202.wav,Phee,2019_12_0,official_audio_example,Phee,true,lp_0-6000
223202,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-8000/223202.wav,Phee,2019_12_0,official_audio_example,Phee,true,lp_0-8000
223202,/root/animal-omni-kv/data/marmaudio/interventions/remove_0-1000/223202.wav,Phee,2019_12_0,official_audio_example,Phee,true,remove_0-1000
223202,/root/animal-omni-kv/data/marmaudio/interventions/remove_1000-2000/223202.wav,Phee,2019_12_0,official_audio_example,Phee,true,remove_1000-2000
223202,/root/animal-omni-kv/data/marmaudio/interventions/remove_2000-4000/223202.wav,Phee,2019_12_0,official_audio_example,Phee,true,remove_2000-4000
223202,/root/animal-omni-kv/data/marmaudio/interventions/remove_4000-6000/223202.wav,Phee,2019_12_0,official_audio_example,Phee,true,remove_4000-6000
223202,/root/animal-omni-kv/data/marmaudio/interventions/remove_6000-8000/223202.wav,Phee,2019_12_0,official_audio_example,Phee,true,remove_6000-8000
456154,/root/animal-omni-kv/data/marmaudio/interventions/full_0-8k/456154.wav,Phee,2022_4_4,official_audio_example,Vocalization,false,full_0-8k
456154,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-1000/456154.wav,Phee,2022_4_4,official_audio_example,Vocalization,false,lp_0-1000
456154,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-2000/456154.wav,Phee,2022_4_4,official_audio_example,Vocalization,false,lp_0-2000
456154,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-4000/456154.wav,Phee,2022_4_4,official_audio_example,Vocalization,false,lp_0-4000
456154,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/456154.wav,Phee,2022_4_4,official_audio_example,Vocalization,false,lp_0-6000
456154,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-8000/456154.wav,Phee,2022_4_4,official_audio_example,Vocalization,false,lp_0-8000
456154,/root/animal-omni-kv/data/marmaudio/interventions/remove_0-1000/456154.wav,Phee,2022_4_4,official_audio_example,Vocalization,false,remove_0-1000
456154,/root/animal-omni-kv/data/marmaudio/interventions/remove_1000-2000/456154.wav,Phee,2022_4_4,official_audio_example,Vocalization,false,remove_1000-2000
456154,/root/animal-omni-kv/data/marmaudio/interventions/remove_2000-4000/456154.wav,Phee,2022_4_4,official_audio_example,Vocalization,false,remove_2000-4000
456154,/root/animal-omni-kv/data/marmaudio/interventions/remove_4000-6000/456154.wav,Phee,2022_4_4,official_audio_example,Vocalization,false,remove_4000-6000
456154,/root/animal-omni-kv/data/marmaudio/interventions/remove_6000-8000/456154.wav,Phee,2022_4_4,official_audio_example,Vocalization,false,remove_6000-8000
486602,/root/animal-omni-kv/data/marmaudio/interventions/full_0-8k/486602.wav,Phee,2023_4_0,official_audio_example,Phee,true,full_0-8k
486602,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-1000/486602.wav,Phee,2023_4_0,official_audio_example,Phee,true,lp_0-1000
486602,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-2000/486602.wav,Phee,2023_4_0,official_audio_example,Phee,true,lp_0-2000
486602,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-4000/486602.wav,Phee,2023_4_0,official_audio_example,Phee,true,lp_0-4000
486602,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/486602.wav,Phee,2023_4_0,official_audio_example,Phee,true,lp_0-6000
486602,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-8000/486602.wav,Phee,2023_4_0,official_audio_example,Phee,true,lp_0-8000
486602,/root/animal-omni-kv/data/marmaudio/interventions/remove_0-1000/486602.wav,Phee,2023_4_0,official_audio_example,Phee,true,remove_0-1000
486602,/root/animal-omni-kv/data/marmaudio/interventions/remove_1000-2000/486602.wav,Phee,2023_4_0,official_audio_example,Phee,true,remove_1000-2000
486602,/root/animal-omni-kv/data/marmaudio/interventions/remove_2000-4000/486602.wav,Phee,2023_4_0,official_audio_example,Phee,true,remove_2000-4000
486602,/root/animal-omni-kv/data/marmaudio/interventions/remove_4000-6000/486602.wav,Phee,2023_4_0,official_audio_example,Phee,true,remove_4000-6000
486602,/root/animal-omni-kv/data/marmaudio/interventions/remove_6000-8000/486602.wav,Phee,2023_4_0,official_audio_example,Phee,true,remove_6000-8000
506529,/root/animal-omni-kv/data/marmaudio/interventions/full_0-8k/506529.wav,Phee,2022_12_3,official_audio_example,Phee,true,full_0-8k
506529,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-1000/506529.wav,Phee,2022_12_3,official_audio_example,Phee,true,lp_0-1000
506529,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-2000/506529.wav,Phee,2022_12_3,official_audio_example,Phee,true,lp_0-2000
506529,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-4000/506529.wav,Phee,2022_12_3,official_audio_example,Phee,true,lp_0-4000
506529,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/506529.wav,Phee,2022_12_3,official_audio_example,Phee,true,lp_0-6000
506529,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-8000/506529.wav,Phee,2022_12_3,official_audio_example,Phee,true,lp_0-8000
506529,/root/animal-omni-kv/data/marmaudio/interventions/remove_0-1000/506529.wav,Phee,2022_12_3,official_audio_example,Phee,true,remove_0-1000
506529,/root/animal-omni-kv/data/marmaudio/interventions/remove_1000-2000/506529.wav,Phee,2022_12_3,official_audio_example,Phee,true,remove_1000-2000
506529,/root/animal-omni-kv/data/marmaudio/interventions/remove_2000-4000/506529.wav,Phee,2022_12_3,official_audio_example,Phee,true,remove_2000-4000
506529,/root/animal-omni-kv/data/marmaudio/interventions/remove_4000-6000/506529.wav,Phee,2022_12_3,official_audio_example,Phee,true,remove_4000-6000
506529,/root/animal-omni-kv/data/marmaudio/interventions/remove_6000-8000/506529.wav,Phee,2022_12_3,official_audio_example,Phee,true,remove_6000-8000
556679,/root/animal-omni-kv/data/marmaudio/interventions/full_0-8k/556679.wav,Phee,2020_10_0,official_audio_example,Tsik,false,full_0-8k
556679,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-1000/556679.wav,Phee,2020_10_0,official_audio_example,Tsik,false,lp_0-1000
556679,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-2000/556679.wav,Phee,2020_10_0,official_audio_example,Tsik,false,lp_0-2000
556679,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-4000/556679.wav,Phee,2020_10_0,official_audio_example,Tsik,false,lp_0-4000
556679,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/556679.wav,Phee,2020_10_0,official_audio_example,Tsik,false,lp_0-6000
556679,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-8000/556679.wav,Phee,2020_10_0,official_audio_example,Tsik,false,lp_0-8000
556679,/root/animal-omni-kv/data/marmaudio/interventions/remove_0-1000/556679.wav,Phee,2020_10_0,official_audio_example,Tsik,false,remove_0-1000
556679,/root/animal-omni-kv/data/marmaudio/interventions/remove_1000-2000/556679.wav,Phee,2020_10_0,official_audio_example,Tsik,false,remove_1000-2000
556679,/root/animal-omni-kv/data/marmaudio/interventions/remove_2000-4000/556679.wav,Phee,2020_10_0,official_audio_example,Tsik,false,remove_2000-4000
556679,/root/animal-omni-kv/data/marmaudio/interventions/remove_4000-6000/556679.wav,Phee,2020_10_0,official_audio_example,Tsik,false,remove_4000-6000
556679,/root/animal-omni-kv/data/marmaudio/interventions/remove_6000-8000/556679.wav,Phee,2020_10_0,official_audio_example,Tsik,false,remove_6000-8000
582850,/root/animal-omni-kv/data/marmaudio/interventions/full_0-8k/582850.wav,Phee,2020_10_1,official_audio_example,Phee,true,full_0-8k
582850,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-1000/582850.wav,Phee,2020_10_1,official_audio_example,Phee,true,lp_0-1000
582850,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-2000/582850.wav,Phee,2020_10_1,official_audio_example,Phee,true,lp_0-2000
582850,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-4000/582850.wav,Phee,2020_10_1,official_audio_example,Phee,true,lp_0-4000
582850,/root/animal-omni-kv/data/marmaudio/interventions/lp_0-6000/582850.wav,Phee,2020_10_1,official_audio_example,Phee,true,lp_0-6000
