event_id,audio_path,label,instruction_text,dataset_name,source_dataset,license,file_name,metadata,split
d177dc10-dc69-41bf-8d19-8cb79f777a41,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-family-tax/d177dc10-dc69-41bf-8d19-8cb79f777a41.wav,Chordata Mammalia Artiodactyla Suidae Hylochoerus meinertzhageni,What is the taxonomic name of the focal species in the audio?,unseen-family-tax,Animal Sound Archive,unknown,Hylochoerus_meinertzhageni_Band1_Cut05_short.flac,"{""recordist"": """", ""url"": ""http://www.tierstimmenarchiv.de/recordings/Hylochoerus_meinertzhageni_Band1_Cut05_short.mp3"", ""source"": ""Animal Sound Archive"", ""duration"": 20.0359375, ""sample_rate"": 16000}",test
9d000f16-7914-4a29-89fe-9180a90fa59b,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-tax/9d000f16-7914-4a29-89fe-9180a90fa59b.wav,Chordata Aves Passeriformes Timaliidae Mixornis kelleyi,What is the taxonomic name of the focal species in the audio?,unseen-species-tax,Xeno-canto,CC BY-NC,grey-facedtitbabblersongvietFarrow.flac,"{""recordist"": ""David Farrow"", ""url"": ""https://xeno-canto.org/sounds/uploaded/RNVWOVLEUN/grey-facedtitbabblersongvietFarrow.mp3"", ""source"": ""Xeno-canto"", ""duration"": 19.3045, ""sample_rate"": 16000}",test
2f8aeb4d-a6c3-41b2-a9ae-275db0e3aa1e,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-tax/2f8aeb4d-a6c3-41b2-a9ae-275db0e3aa1e.wav,Chordata Aves Columbiformes Columbidae Treron affinis,What is the taxonomic name of the focal species in the audio?,unseen-species-tax,Xeno-canto,CC BY-NC,XC397146-Grey%20Fronted%20Pigeon%20Swapnagandha%202.flac,"{""recordist"": ""Abhijeet Avate"", ""url"": ""https://xeno-canto.org/sounds/uploaded/NZDXFSPDPQ/XC397146-Grey%20Fronted%20Pigeon%20Swapnagandha%202.mp3"", ""source"": ""Xeno-canto"", ""duration"": 7.706125, ""sample_rate"": 16000}",test
7479189c-2f76-40d2-b615-e2f20a4f3bb8,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-genus-tax/7479189c-2f76-40d2-b615-e2f20a4f3bb8.wav,Arthropoda Insecta Orthoptera Acrididae Pseudochorthippus parallelus,What is the taxonomic name of the focal species in the audio?,unseen-genus-tax,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,532965.flac,"{""recordist"": ""david_fp"", ""url"": ""https://static.inaturalist.org/sounds/532965.wav?1662735050"", ""source"": ""iNaturalist"", ""exclude_from_release"": true, ""duration"": 18.1354375, ""sample_rate"": 16000}",test
2c87aeed-a68e-4a1d-924f-157345cd986d,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-sci/2c87aeed-a68e-4a1d-924f-157345cd986d.wav,Knipolegus cyanirostris,What is the scientific name for the focal species in the audio?,unseen-species-sci,Xeno-canto,CC BY-NC,XC528387-13-02-2020%2011e52%20Maria%20preta%20de%20bico%20azulado%20%28Knipolegus%20cyanirostris-OK%29.flac,"{""recordist"": ""JAYRSON ARAUJO DE OLIVEIRA"", ""url"": ""https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC528387-13-02-2020%2011e52%20Maria%20preta%20de%20bico%20azulado%20%28Knipolegus%20cyanirostris-OK%29.mp3"", ""source"": ""Xeno-canto"", ""duration"": 1.7415, ""sample_rate"": 16000}",test
7293b9a5-e1b3-4204-9545-5e16e38d4e27,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-cmn/7293b9a5-e1b3-4204-9545-5e16e38d4e27.wav,Sperm Whale,What is the common name for the focal species in the audio?,unseen-species-cmn,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,347567.flac,"{""recordist"": ""Robin Gwen Agarwal"", ""url"": ""https://static.inaturalist.org/sounds/347567.m4a?1642549500"", ""source"": ""iNaturalist"", ""exclude_from_release"": true, ""duration"": 19.8530625, ""sample_rate"": 16000}",test
76387a4e-db62-4f7d-ae95-c1e858e9e8c7,/root/animal-omni-kv/data/beans/beans_zero_subset/call-type/76387a4e-db62-4f7d-ae95-c1e858e9e8c7.wav,song,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call-type,Xeno-canto,unknown,XC652113-AnyConv.com__IMG_4153.flac,"{""duration"": 32.3221875, ""sample_rate"": 16000}",test
cf9514c9-4a67-4f4e-9400-030705e77d5f,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-sci/cf9514c9-4a67-4f4e-9400-030705e77d5f.wav,Pternistis icterorhynchus,What is the scientific name for the focal species in the audio?,unseen-species-sci,Xeno-canto,CC BY-NC,XC739965-LS_50595%20Heuglin%27s%20Spurfowl%20song%20B.flac,"{""recordist"": ""Peter Boesman"", ""url"": ""https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC739965-LS_50595%20Heuglin%27s%20Spurfowl%20song%20B.mp3"", ""source"": ""Xeno-canto"", ""duration"": 13.752, ""sample_rate"": 16000}",test
2c1a4bcf-5262-4d6c-a942-dcd7cd468917,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-genus-sci/2c1a4bcf-5262-4d6c-a942-dcd7cd468917.wav,Heterocercus aurantiivertex,What is the scientific name for the focal species in the audio?,unseen-genus-sci,Xeno-canto,CC BY-NC,XC259114-67.015.02.Orange-crested_Manakin.flac,"{""recordist"": ""John V. Moore"", ""url"": ""https://xeno-canto.org/sounds/uploaded/YKKDTZHLUU/XC259114-67.015.02.Orange-crested_Manakin.mp3"", ""source"": ""Xeno-canto"", ""duration"": 21.3420625, ""sample_rate"": 16000}",test
acc058af-f6b6-4fab-825b-baccc79a7444,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-family-tax/acc058af-f6b6-4fab-825b-baccc79a7444.wav,Chordata Mammalia Cetacea Phocoenidae Phocoenoides dalli,What is the taxonomic name of the focal species in the audio?,unseen-family-tax,Watkins,unknown,7902400X.flac,"{""recordist"": """", ""url"": ""https://cis.whoi.edu/science/B/whalesounds/WhaleSounds/7902400X.wav"", ""source"": ""Watkins"", ""duration"": 0.021125, ""sample_rate"": 16000}",test
4f5fcac0-2235-417c-a1b8-31378a016f6a,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-tax/4f5fcac0-2235-417c-a1b8-31378a016f6a.wav,Chordata Aves Passeriformes Meliphagidae Philemon meyeri,What is the taxonomic name of the focal species in the audio?,unseen-species-tax,Xeno-canto,CC BY-NC,XC410264-0828_172842%20Meyers%20Friarbird%20not%20seen%20Fakfak%20lowlands%20WOOS.flac,"{""recordist"": ""Philippe Verbelen"", ""url"": ""https://xeno-canto.org/sounds/uploaded/AKJUTKUZTB/XC410264-0828_172842%20Meyers%20Friarbird%20not%20seen%20Fakfak%20lowlands%20WOOS.mp3"", ""source"": ""Xeno-canto"", ""duration"": 6.3623125, ""sample_rate"": 16000}",test
caba6d95-fdef-4b8c-9487-205b4885d3e9,/root/animal-omni-kv/data/beans/beans_zero_subset/call-type/caba6d95-fdef-4b8c-9487-205b4885d3e9.wav,call,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call-type,Xeno-canto,unknown,XC724693-gamar%C3%BAs.flac,"{""duration"": 38.43925, ""sample_rate"": 16000}",test
722a6f7d-cfaa-4aa8-8f1b-fe7623f64e3e,/root/animal-omni-kv/data/beans/beans_zero_subset/call-type/722a6f7d-cfaa-4aa8-8f1b-fe7623f64e3e.wav,song,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call-type,Xeno-canto,unknown,XC216423-blut0815.flac,"{""duration"": 29.4671875, ""sample_rate"": 16000}",test
ae6e3fd1-4976-4138-af37-55a444b32806,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-genus-tax/ae6e3fd1-4976-4138-af37-55a444b32806.wav,Chordata Aves Passeriformes Maluridae Stipiturus malachurus,What is the taxonomic name of the focal species in the audio?,unseen-genus-tax,Xeno-canto,CC BY-NC,XC407789-Stipiturus_malachurus_littleri-FL%20song%20Melaleuca%2010.52am%2031Oct15%20LS118145-1a.flac,"{""recordist"": ""Frank Lambert"", ""url"": ""https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC407789-Stipiturus_malachurus_littleri-FL%20song%20Melaleuca%2010.52am%2031Oct15%20LS118145-1a.mp3"", ""source"": ""Xeno-canto"", ""duration"": 11.664, ""sample_rate"": 16000}",test
185c974a-d905-475c-8fc0-0cbab1e383b9,/root/animal-omni-kv/data/beans/beans_zero_subset/watkins/185c974a-d905-475c-8fc0-0cbab1e383b9.wav,Southern Right Whale,What is the common name for the focal species in the audio?,watkins,Watkins,free for personal/academic uses,83002009.wav,"{""duration"": 1.865625, ""sample_rate"": 5120}",test
19031313-61cc-4471-9f7f-743ca3f70909,/root/animal-omni-kv/data/beans/beans_zero_subset/zf-indiv/19031313-61cc-4471-9f7f-743ca3f70909.wav,One,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",zf-indiv,Elie et al 2020,CC-BY,contact_LblBla4548_2108.wav,"{""duration"": 2.5535, ""sample_rate"": 16000}",test
d4ec96a1-aa64-4c64-a239-8a09479cfde3,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-genus-tax/d4ec96a1-aa64-4c64-a239-8a09479cfde3.wav,Chordata Aves Passeriformes Estrildidae Stizoptera bichenovii,What is the taxonomic name of the focal species in the audio?,unseen-genus-tax,Xeno-canto,CC BY-NC,XC351786-2016_12_31%20Taeniopygia%20bichenovii.flac,"{""recordist"": ""nick talbot"", ""url"": ""https://xeno-canto.org/sounds/uploaded/CCUCXWCPSW/XC351786-2016_12_31%20Taeniopygia%20bichenovii.mp3"", ""source"": ""Xeno-canto"", ""duration"": 21.995125, ""sample_rate"": 16000}",test
29a5b82d-ee40-4b3d-abd7-a1fa2fbe3d08,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-cmn/29a5b82d-ee40-4b3d-abd7-a1fa2fbe3d08.wav,Parrot-billed Sparrow,What is the common name for the focal species in the audio?,unseen-species-cmn,Xeno-canto,CC BY-NC,XC234411-LS112559_ParrotbilledSparrow_Samburu_4Apri_1005.flac,"{""recordist"": ""Rory Nefdt"", ""url"": ""https://xeno-canto.org/sounds/uploaded/QUBGGKWQNN/XC234411-LS112559_ParrotbilledSparrow_Samburu_4Apri_1005.mp3"", ""source"": ""Xeno-canto"", ""duration"": 31.2495625, ""sample_rate"": 16000}",test
56a183a4-bd63-4739-bfd3-e01316beb602,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-cmn/56a183a4-bd63-4739-bfd3-e01316beb602.wav,Sooty Falcon,What is the common name for the focal species in the audio?,unseen-species-cmn,Xeno-canto,CC BY-NC,XC156420-Falco%20concolor-Amir%20Balaban.flac,"{""recordist"": ""Amir Balaban"", ""url"": ""https://xeno-canto.org/sounds/uploaded/VGMKDVGIEV/XC156420-Falco%20concolor-Amir%20Balaban.mp3"", ""source"": ""Xeno-canto"", ""duration"": 44.930625, ""sample_rate"": 16000}",test
6aa764b5-34ef-419b-b304-426e94f50a44,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-sci/6aa764b5-34ef-419b-b304-426e94f50a44.wav,Falco concolor,What is the scientific name for the focal species in the audio?,unseen-species-sci,Xeno-canto,CC BY-NC,XC739072-Sooty%20Falcon%20call%20very%20good%202020%2010%2022%20Silah%20island%2C%20near%20Duba%2C%20Saudi%20Arabia_2423.flac,"{""recordist"": ""David Darrell-Lambert"", ""url"": ""https://xeno-canto.org/sounds/uploaded/AYKHDFBYIH/XC739072-Sooty%20Falcon%20call%20very%20good%202020%2010%2022%20Silah%20island%2C%20near%20Duba%2C%20Saudi%20Arabia_2423.mp3"", ""source"": ""Xeno-canto"", ""duration"": 44.28, ""sample_rate"": 16000}",test
e195f5d5-c177-47eb-b38f-4a7375320a28,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-cmn/e195f5d5-c177-47eb-b38f-4a7375320a28.wav,Sooty Falcon,What is the common name for the focal species in the audio?,unseen-species-cmn,Xeno-canto,CC BY-NC,XC739080-Sooty%20Falcon%20alarm%20very%20good%202020%2010%2010%20Silah%20Island%2C%20Duba%2C%20Saudi%20Arabia_2409_short.flac,"{""recordist"": ""David Darrell-Lambert"", ""url"": ""https://xeno-canto.org/sounds/uploaded/AYKHDFBYIH/XC739080-Sooty%20Falcon%20alarm%20very%20good%202020%2010%2010%20Silah%20Island%2C%20Duba%2C%20Saudi%20Arabia_2409_short.mp3"", ""source"": ""Xeno-canto"", ""duration"": 12.888, ""sample_rate"": 16000}",test
89658b02-c86f-4319-902c-cbd5968d77f8,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-genus-cmn/89658b02-c86f-4319-902c-cbd5968d77f8.wav,Wood Cricket,What is the common name for the focal species in the audio?,unseen-genus-cmn,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,544953.flac,"{""recordist"": ""Werner Lauckner"", ""url"": ""https://static.inaturalist.org/sounds/544953.mp3?1664910041"", ""source"": ""iNaturalist"", ""exclude_from_release"": true, ""duration"": 43.1804375, ""sample_rate"": 16000}",test
322c57a4-0384-4f3c-b31a-3a5c6413ad09,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-family-tax/322c57a4-0384-4f3c-b31a-3a5c6413ad09.wav,Chordata Mammalia Cetacea Phocoenidae Phocoenoides dalli,What is the taxonomic name of the focal species in the audio?,unseen-family-tax,Watkins,unknown,79024019.flac,"{""recordist"": """", ""url"": ""https://cis.whoi.edu/science/B/whalesounds/WhaleSounds/79024019.wav"", ""source"": ""Watkins"", ""duration"": 1.5908125, ""sample_rate"": 16000}",test
d5df4ad1-a24a-475f-b466-96f2d4b5813d,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-genus-sci/d5df4ad1-a24a-475f-b466-96f2d4b5813d.wav,Lesbia victoriae,What is the scientific name for the focal species in the audio?,unseen-genus-sci,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,299871.flac,"{""recordist"": ""Marcelo F. Amores-Palma"", ""url"": ""https://static.inaturalist.org/sounds/299871.wav?1630454580"", ""source"": ""iNaturalist"", ""exclude_from_release"": true, ""duration"": 3.282625, ""sample_rate"": 16000}",test
16acc545-5b12-4b66-9687-f25622190548,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-genus-tax/16acc545-5b12-4b66-9687-f25622190548.wav,Chordata Aves Psittaciformes Psittacidae Probosciger aterrimus,What is the taxonomic name of the focal species in the audio?,unseen-genus-tax,Xeno-canto,CC BY-NC,XC531838-Cockatoo_Palm2_M6MKH-349_Waigeo_WilsonsBOP_Hide_AM_27thAug19.flac,"{""recordist"": ""Marc Anderson"", ""url"": ""https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC531838-Cockatoo_Palm2_M6MKH-349_Waigeo_WilsonsBOP_Hide_AM_27thAug19.mp3"", ""source"": ""Xeno-canto"", ""duration"": 85.88575, ""sample_rate"": 16000}",test
380259a0-6f22-4b71-80b6-fad4d70f0ea2,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-cmn/380259a0-6f22-4b71-80b6-fad4d70f0ea2.wav,Chestnut-collared Swallow,What is the common name for the focal species in the audio?,unseen-species-cmn,Xeno-canto,CC BY-NC,Petrochelidon%20ruficollaris100616_02.flac,"{""recordist"": ""Daniel Lane"", ""url"": ""https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/Petrochelidon%20ruficollaris100616_02.mp3"", ""source"": ""Xeno-canto"", ""duration"": 20.53225, ""sample_rate"": 16000}",test
303b0976-1d6f-4278-b4dc-ddfba4248f94,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-tax/303b0976-1d6f-4278-b4dc-ddfba4248f94.wav,Chordata Aves Passeriformes Tyrannidae Empidonomus aurantioatrocristatus,What is the taxonomic name of the focal species in the audio?,unseen-species-tax,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,575692.flac,"{""recordist"": ""Leonardo Adri\u00e1n LEIVA"", ""url"": ""https://static.inaturalist.org/sounds/575692.mp3?1671834964"", ""source"": ""iNaturalist"", ""exclude_from_release"": true, ""duration"": 28.6040625, ""sample_rate"": 16000}",test
5b3094db-65ba-48d6-a7b3-130f3ae021b9,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-genus-cmn/5b3094db-65ba-48d6-a7b3-130f3ae021b9.wav,Beijing Babbler,What is the common name for the focal species in the audio?,unseen-genus-cmn,Xeno-canto,CC BY-NC,XC137467-Chinese%20Hill%20Warbler.flac,"{""recordist"": ""Tom Beeke"", ""url"": ""https://xeno-canto.org/sounds/uploaded/CTULRNLZWS/XC137467-Chinese%20Hill%20Warbler.mp3"", ""source"": ""Xeno-canto"", ""duration"": 17.88, ""sample_rate"": 16000}",test
bd8c635b-f962-48b4-a1ac-9f0776aacd6e,/root/animal-omni-kv/data/beans/beans_zero_subset/call-type/bd8c635b-f962-48b4-a1ac-9f0776aacd6e.wav,call,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call-type,Xeno-canto,unknown,XC760272-Meadow-Pipit_Flight-Call_Lissagriffin_170922_A.flac,"{""duration"": 18.367, ""sample_rate"": 16000}",test
0221bf16-b9b0-470d-a7a6-bf5b2267b7d4,/root/animal-omni-kv/data/beans/beans_zero_subset/watkins/0221bf16-b9b0-470d-a7a6-bf5b2267b7d4.wav,White-beaked Dolphin,What is the common name for the focal species in the audio?,watkins,Watkins,free for personal/academic uses,5903700M.wav,"{""duration"": 2.516336633663366, ""sample_rate"": 60600}",test
35fc34a8-8699-45f7-b430-0e2302d7c114,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-tax/35fc34a8-8699-45f7-b430-0e2302d7c114.wav,Chordata Aves Passeriformes Cisticolidae Cisticola brunnescens,What is the taxonomic name of the focal species in the audio?,unseen-species-tax,Xeno-canto,CC BY-NC,XC300131-LS_50302%20Pectoral-patch%20Cisticola%20song%20A.flac,"{""recordist"": ""Peter Boesman"", ""url"": ""https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC300131-LS_50302%20Pectoral-patch%20Cisticola%20song%20A.mp3"", ""source"": ""Xeno-canto"", ""duration"": 22.98775, ""sample_rate"": 16000}",test
9fe84afa-9792-41a3-8367-83c1e4291d30,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-family-sci/9fe84afa-9792-41a3-8367-83c1e4291d30.wav,Alytes obstetricans,What is the scientific name for the focal species in the audio?,unseen-family-sci,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,229861.flac,"{""recordist"": ""admss"", ""url"": ""https://static.inaturalist.org/sounds/229861.mp3?1621711521"", ""source"": ""iNaturalist"", ""exclude_from_release"": true, ""duration"": 102.0000625, ""sample_rate"": 16000}",test
bd1770a9-e74b-44cb-8888-3d554e0456ef,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-tax/bd1770a9-e74b-44cb-8888-3d554e0456ef.wav,Chordata Aves Passeriformes Passeridae Passer gongonensis,What is the taxonomic name of the focal species in the audio?,unseen-species-tax,Xeno-canto,CC BY-NC,XC451510-Passer_gongonensis-FL%20calls%20Samburu%20NP%2018Nov18%206.11am%20LS112517a.flac,"{""recordist"": ""Frank Lambert"", ""url"": ""https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC451510-Passer_gongonensis-FL%20calls%20Samburu%20NP%2018Nov18%206.11am%20LS112517a.mp3"", ""source"": ""Xeno-canto"", ""duration"": 73.169, ""sample_rate"": 16000}",test
2c0277f6-da6b-46db-aa03-bb743b48c555,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-species-tax/2c0277f6-da6b-46db-aa03-bb743b48c555.wav,Chordata Aves Passeriformes Pycnonotidae Pycnonotus blanfordi,What is the taxonomic name of the focal species in the audio?,unseen-species-tax,Xeno-canto,CC BY-NC,XC430264-LS102885a_Irrawaddy_bulbul_Bagan.flac,"{""recordist"": ""Brian Cox"", ""url"": ""https://xeno-canto.org/sounds/uploaded/OKSKESEOLP/XC430264-LS102885a_Irrawaddy_bulbul_Bagan.mp3"", ""source"": ""Xeno-canto"", ""duration"": 10.8146875, ""sample_rate"": 16000}",test
171ca4ce-0af7-4324-ba59-77bfae2488ab,/root/animal-omni-kv/data/beans/beans_zero_subset/unseen-genus-cmn/171ca4ce-0af7-4324-ba59-77bfae2488ab.wav,Red-bellied cicada,What is the common name for the focal species in the audio?,unseen-genus-cmn,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,114942.flac,"{""recordist"": ""antoniomanuelcorreia"", ""url"": ""https://static.inaturalist.org/sounds/114942.mp3?1593565681"", ""source"": ""iNaturalist"", ""exclude_from_release"": true, ""duration"": 30.84, ""sample_rate"": 16000}",test
